PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 10
-49 -50 1
-48 -50 10
-47 -50 11
-46 -50 12
-45 -50 12
-44 -50 14
-43 -50 15
-42 -50 17
-41 -50 17
-40 -50 20
-39 -50 24
-38 -50 24
-37 -50 25
-36 -50 29
-35 -50 34
-34 -50 38
-33 -50 42
-32 -50 44
-31 -50 51
-30 -50 55
-29 -50 61
-28 -50 70
-27 -50 78
-26 -50 81
-25 -50 88
-24 -50 96
-23 -50 100
-22 -50 121
-21 -50 124
-20 -50 141
-19 -50 153
-18 -50 157
-17 -50 161
-16 -50 182
-15 -50 195
-14 -50 195
-13 -50 181
-12 -50 206
-11 -50 213
-10 -50 224
-9 -50 230
-8 -50 247
-7 -50 263
-6 -50 255
-5 -50 273
-4 -50 286
-3 -50 295
-2 -50 276
-1 -50 295
0 -50 302
1 -50 299
2 -50 292
3 -50 306
4 -50 307
5 -50 325
6 -50 309
7 -50 340
8 -50 327
9 -50 327
10 -50 327
11 -50 329
12 -50 342
13 -50 324
14 -50 346
15 -50 345
16 -50 340
17 -50 345
18 -50 323
19 -50 349
20 -50 331
21 -50 328
22 -50 310
23 -50 295
24 -50 299
25 -50 277
26 -50 265
27 -50 253
28 -50 245
29 -50 256
30 -50 217
31 -50 224
32 -50 210
33 -50 211
34 -50 200
35 -50 188
36 -50 191
37 -50 181
38 -50 179
39 -50 174
40 -50 158
41 -50 152
42 -50 133
43 -50 136
44 -50 122
45 -50 120
46 -50 119
47 -50 109
48 -50 102
49 -50 92
50 -50 89
-50 -49 10
-49 -49 10
-48 -49 11
-47 -49 12
-46 -49 13
-45 -49 16
-44 -49 15
-43 -49 17
-42 -49 18
-41 -49 20
-40 -49 23
-39 -49 26
-38 -49 29
-37 -49 33
-36 -49 38
-35 -49 44
-34 -49 47
-33 -49 49
-32 -49 55
-31 -49 64
-30 -49 67
-29 -49 77
-28 -49 84
-27 -49 85
-26 -49 91
-25 -49 98
-24 -49 101
-23 -49 117
-22 -49 131
-21 -49 131
-20 -49 144
-19 -49 150
-18 -49 162
-17 -49 175
-16 -49 191
-15 -49 200
-14 -49 229
-13 -49 246
-12 -49 253
-11 -49 272
-10 -49 285
-9 -49 293
-8 -49 287
-7 -49 311
-6 -49 306
-5 -49 329
-4 -49 322
-3 -49 337
-2 -49 345
-1 -49 350
0 -49 395
1 -49 401
2 -49 417
3 -49 394
4 -49 405
5 -49 406
6 -49 438
7 -49 466
8 -49 437
9 -49 448
10 -49 461
11 -49 452
12 -49 433
13 -49 407
14 -49 440
15 -49 443
16 -49 418
17 -49 399
18 -49 415
19 -49 392
20 -49 422
21 -49 405
22 -49 401
23 -49 378
24 -49 395
25 -49 370
26 -49 348
27 -49 355
28 -49 338
29 -49 323
30 -49 306
31 -49 311
32 -49 285
33 -49 282
34 -49 271
35 -49 267
36 -49 252
37 -49 261
38 -49 241
39 -49 211
40 -49 218
41 -49 191
42 -49 185
43 -49 179
44 -49 159
45 -49 149
46 -49 133
47 -49 121
48 -49 115
49 -49 118
50 -49 99
-50 -48 10
-49 -48 11
-48 -48 11
-47 -48 11
-46 -48 13
-45 -48 15
-44 -48 16
-43 -48 19
-42 -48 19
-41 -48 23
-40 -48 26
-39 -48 29
-38 -48 33
-37 -48 39
-36 -48 43
-35 -48 47
-34 -48 48
-33 -48 55
-32 -48 62
-31 -48 71
-30 -48 84
-29 -48 88
-28 -48 92
-27 -48 102
-26 -48 110
-25 -48 116
-24 -48 126
-23 -48 131
-22 -48 141
-21 -48 152
-20 -48 172
-19 -48 187
-18 -48 191
-17 -48 200
-16 -48 231
-15 -48 225
-14 -48 237
-13 -48 240
-12 -48 250
-11 -48 276
-10 -48 300
-9 -48 325
-8 -48 328
-7 -48 336
-6 -48 338
-5 -48 316
-4 -48 358
-3 -48 378
-2 -48 398
-1 -48 405
0 -48 417
1 -48 423
2 -48 440
3 -48 432
4 -48 405
5 -48 423
6 -48 422
7 -48 463
8 -48 440
9 -48 469
10 -48 458
11 -48 466
12 -48 444
13 -48 456
14 -48 462
15 -48 466
16 -48 451
17 -48 472
18 -48 476
19 -48 473
20 -48 462
21 -48 448
22 -48 429
23 -48 426
24 -48 402
25 -48 376
26 -48 376
27 -48 386
28 -48 359
29 -48 334
30 -48 334
31 -48 333
32 -48 322
33 -48 292
34 -48 275
35 -48 261
36 -48 244
37 -48 242
38 -48 251
39 -48 227
40 -48 222
41 -48 202
42 -48 202
43 -48 176
44 -48 174
45 -48 149
46 -48 151
47 -48 144
48 -48 135
49 -48 119
50 -48 116
-50 -47 11
-49 -47 12
-48 -47 15
-47 -47 16
-46 -47 18
-45 -47 20
-44 -47 23
-43 -47 25
-42 -47 27
-41 -47 33
-40 -47 35
-39 -47 37
-38 -47 38
-37 -47 42
-36 -47 45
-35 -47 51
-34 -47 61
-33 -47 63
-32 -47 66
-31 -47 75
-30 -47 83
-29 -47 89
-28 -47 96
-27 -47 106
-26 -47 119
-25 -47 136
-24 -47 146
-23 -47 151
-22 -47 172
-21 -47 180
-20 -47 186
-19 -47 217
-18 -47 218
-17 -47 245
-16 -47 260
-15 -47 272
-14 -47 297
-13 -47 311
-12 -47 320
-11 -47 350
-10 -47 370
-9 -47 365
-8 -47 392
-7 -47 423
-6 -47 429
-5 -47 425
-4 -47 448
-3 -47 436
-2 -47 459
-1 -47 502
0 -47 532
1 -47 497
2 -47 494
3 -47 493
4 -47 483
5 -47 505
6 -47 555
7 -47 547
8 -47 501
9 -47 544
10 -47 504
11 -47 510
12 -47 525
13 -47 528
14 -47 501
15 -47 452
16 -47 432
17 -47 480
18 -47 491
19 -47 495
20 -47 436
21 -47 409
22 -47 425
23 -47 422
24 -47 438
25 -47 433
26 -47 437
27 -47 421
28 -47 443
29 -47 444
30 -47 403
31 -47 386
32 -47 379
33 -47 341
34 -47 357
35 -47 328
36 -47 327
37 -47 290
38 -47 276
39 -47 266
40 -47 241
41 -47 223
42 -47 212
43 -47 213
44 -47 200
45 -47 182
46 -47 169
47 -47 159
48 -47 154
49 -47 145
50 -47 127
-50 -46 12
-49 -46 12
-48 -46 13
-47 -46 16
-46 -46 18
-45 -46 19
-44 -46 22
-43 -46 23
-42 -46 26
-41 -46 33
-40 -46 34
-39 -46 38
-38 -46 45
-37 -46 52
-36 -46 55
-35 -46 60
-34 -46 70
-33 -46 79
-32 -46 91
-31 -46 102
-30 -46 106
-29 -46 122
-28 -46 137
-27 -46 137
-26 -46 154
-25 -46 155
-24 -46 187
-23 -46 210
-22 -46 218
-21 -46 211
-20 -46 225
-19 -46 257
-18 -46 256
-17 -46 295
-16 -46 286
-15 -46 327
-14 -46 355
-13 -46 372
-12 -46 445
-11 -46 476
-10 -46 470
-9 -46 451
-8 -46 477
-7 -46 479
-6 -46 508
-5 -46 504
-4 -46 511
-3 -46 544
-2 -46 542
-1 -46 535
0 -46 561
1 -46 576
2 -46 580
3 -46 599
4 -46 598
5 -46 620
6 -46 611
7 -46 621
8 -46 615
9 -46 651
10 -46 648
11 -46 663
12 -46 632
13 -46 656
14 -46 650
15 -46 659
16 -46 633
17 -46 635
18 -46 614
19 -46 576
20 -46 596
21 -46 635
22 -46 567
23 -46 574
24 -46 578
25 -46 542
26 -46 541
27 -46 480
28 -46 469
29 -46 421
30 -46 437
31 -46 419
32 -46 399
33 -46 382
34 -46 363
35 -46 361
36 -46 358
37 -46 331
38 -46 329
39 -46 331
40 -46 318
41 -46 292
42 -46 262
43 -46 252
44 -46 234
45 -46 222
46 -46 212
47 -46 192
48 -46 180
49 -46 159
50 -46 142
-50 -45 12
-49 -45 13
-48 -45 16
-47 -45 17
-46 -45 17
-45 -45 21
-44 -45 22
-43 -45 22
-42 -45 27
-41 -45 32
-40 -45 34
-39 -45 42
-38 -45 45
-37 -45 54
-36 -45 55
-35 -45 63
-34 -45 74
-33 -45 83
-32 -45 85
-31 -45 95
-30 -45 98
-29 -45 109
-28 -45 125
-27 -45 149
-26 -45 153
-25 -45 178
-24 -45 182
-23 -45 219
-22 -45 214
-21 -45 228
-20 -45 270
-19 -45 293
-18 -45 309
-17 -45 313
-16 -45 363
-15 -45 382
-14 -45 384
-13 -45 423
-12 -45 437
-11 -45 455
-10 -45 452
-9 -45 486
-8 -45 502
-7 -45 532
-6 -45 583
-5 -45 581
-4 -45 578
-3 -45 587
-2 -45 608
-1 -45 672
0 -45 645
1 -45 620
2 -45 659
3 -45 644
4 -45 659
5 -45 615
6 -45 645
7 -45 657
8 -45 635
9 -45 617
10 -45 636
11 -45 633
12 -45 639
13 -45 639
14 -45 612
15 -45 644
16 -45 608
17 -45 615
18 -45 624
19 -45 583
20 -45 624
21 -45 605
22 -45 581
23 -45 574
24 -45 580
25 -45 544
26 -45 592
27 -45 548
28 -45 531
29 -45 500
30 -45 469
31 -45 484
32 -45 465
33 -45 452
34 -45 402
35 -45 418
36 -45 382
37 -45 365
38 -45 348
39 -45 342
40 -45 314
41 -45 288
42 -45 275
43 -45 261
44 -45 245
45 -45 225
46 -45 213
47 -45 200
48 -45 189
49 -45 171
50 -45 147
-50 -44 13
-49 -44 14
-48 -44 16
-47 -44 18
-46 -44 22
-45 -44 23
-44 -44 26
-43 -44 29
-42 -44 33
-41 -44 37
-40 -44 39
-39 -44 43
-38 -44 54
-37 -44 60
-36 -44 67
-35 -44 72
-34 -44 81
-33 -44 86
-32 -44 99
-31 -44 107
-30 -44 115
-29 -44 142
-28 -44 152
-27 -44 173
-26 -44 167
-25 -44 187
-24 -44 191
-23 -44 202
-22 -44 234
-21 -44 253
-20 -44 241
