PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 116
-49 -50 120
-48 -50 127
-47 -50 155
-46 -50 157
-45 -50 198
-44 -50 222
-43 -50 250
-42 -50 268
-41 -50 297
-40 -50 345
-39 -50 415
-38 -50 430
-37 -50 476
-36 -50 558
-35 -50 609
-34 -50 660
-33 -50 732
-32 -50 815
-31 -50 881
-30 -50 937
-29 -50 955
-28 -50 1027
-27 -50 1096
-26 -50 1173
-25 -50 1302
-24 -50 1404
-23 -50 1473
-22 -50 1573
-21 -50 1538
-20 -50 1577
-19 -50 1653
-18 -50 1682
-17 -50 1849
-16 -50 1858
-15 -50 1953
-14 -50 1986
-13 -50 1999
-12 -50 2047
-11 -50 2015
-10 -50 2051
-9 -50 2163
-8 -50 2439
-7 -50 2571
-6 -50 2601
-5 -50 2592
-4 -50 2468
-3 -50 2516
-2 -50 2439
-1 -50 2450
0 -50 2518
1 -50 2564
2 -50 2669
3 -50 2725
4 -50 2685
5 -50 2641
6 -50 2518
7 -50 2603
8 -50 2537
9 -50 2507
10 -50 2636
11 -50 2585
12 -50 2662
13 -50 2578
14 -50 2518
15 -50 2398
16 -50 2455
17 -50 2400
18 -50 2287
19 -50 2232
20 -50 2338
21 -50 2294
22 -50 2300
23 -50 2345
24 -50 2217
25 -50 2182
26 -50 2039
27 -50 1969
28 -50 1905
29 -50 1827
30 -50 1839
31 -50 1905
32 -50 1680
33 -50 1612
34 -50 1525
35 -50 1456
36 -50 1394
37 -50 1293
38 -50 1289
39 -50 1153
40 -50 1103
41 -50 1098
42 -50 988
43 -50 982
44 -50 914
45 -50 839
46 -50 791
47 -50 718
48 -50 635
49 -50 571
50 -50 525
-50 -49 174
-49 -49 187
-48 -49 205
-47 -49 220
-46 -49 245
-45 -49 277
-44 -49 288
-43 -49 323
-42 -49 401
-41 -49 447
-40 -49 504
-39 -49 529
-38 -49 605
-37 -49 666
-36 -49 709
-35 -49 804
-34 -49 812
-33 -49 899
-32 -49 937
-31 -49 962
-30 -49 1058
-29 -49 1082
-28 -49 1191
-27 -49 1275
-26 -49 1370
-25 -49 1372
-24 -49 1437
-23 -49 1523
-22 -49 1511
-21 -49 1581
-20 -49 1617
-19 -49 1584
-18 -49 1680
-17 -49 1794
-16 -49 1909
-15 -49 1971
-14 -49 2007
-13 -49 2066
-12 -49 2128
-11 -49 2195
-10 -49 2191
-9 -49 2309
-8 -49 2457
-7 -49 2523
-6 -49 2521
-5 -49 2498
-4 -49 2495
-3 -49 2479
-2 -49 2477
-1 -49 2493
0 -49 2617
1 -49 2617
2 -49 2500
3 -49 2576
4 -49 2576
5 -49 2603
6 -49 2589
7 -49 2678
8 -49 2683
9 -49 2643
10 -49 2601
11 -49 2541
12 -49 2562
13 -49 2550
14 -49 2557
15 -49 2537
16 -49 2459
17 -49 2436
18 -49 2525
19 -49 2369
20 -49 2409
21 -49 2345
22 -49 2254
23 -49 2283
24 -49 2210
25 -49 2132
26 -49 2068
27 -49 1996
28 -49 1961
29 -49 1934
30 -49 1837
31 -49 1845
32 -49 1790
33 -49 1815
34 -49 1734
35 -49 1746
36 -49 1625
37 -49 1538
38 -49 1432
39 -49 1320
40 -49 1357
41 -49 1175
42 -49 1091
43 -49 1067
44 -49 962
45 -49 878
46 -49 775
47 -49 738
48 -49 686
49 -49 624
50 -49 570
-50 -48 179
-49 -48 204
-48 -48 220
-47 -48 223
-46 -48 249
-45 -48 302
-44 -48 344
-43 -48 396
-42 -48 441
-41 -48 474
-40 -48 548
-39 -48 583
-38 -48 656
-37 -48 692
