PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 139
-49 -50 151
-48 -50 164
-47 -50 196
-46 -50 244
-45 -50 230
-44 -50 270
-43 -50 313
-42 -50 315
-41 -50 328
-40 -50 398
-39 -50 461
-38 -50 522
-37 -50 554
-36 -50 551
-35 -50 626
-34 -50 700
-33 -50 729
-32 -50 755
-31 -50 853
-30 -50 928
-29 -50 1007
-28 -50 1034
-27 -50 1087
-26 -50 1072
-25 -50 1159
-24 -50 1192
-23 -50 1394
-22 -50 1464
-21 -50 1582
-20 -50 1674
-19 -50 1690
-18 -50 1726
-17 -50 1768
-16 -50 1801
-15 -50 1905
-14 -50 1973
-13 -50 2020
-12 -50 2124
-11 -50 2115
-10 -50 2115
-9 -50 2094
-8 -50 2176
-7 -50 2199
-6 -50 2256
-5 -50 2247
-4 -50 2236
-3 -50 2378
-2 -50 2459
-1 -50 2436
0 -50 2405
1 -50 2432
2 -50 2468
3 -50 2436
4 -50 2493
5 -50 2486
6 -50 2430
7 -50 2495
8 -50 2477
9 -50 2500
10 -50 2423
11 -50 2353
12 -50 2376
13 -50 2362
14 -50 2325
15 -50 2311
16 -50 2305
17 -50 2278
18 -50 2202
19 -50 2169
20 -50 2154
21 -50 2147
22 -50 2041
23 -50 2066
24 -50 1965
25 -50 1982
26 -50 1948
27 -50 1892
28 -50 1884
29 -50 1801
30 -50 1674
31 -50 1704
32 -50 1546
33 -50 1500
34 -50 1424
35 -50 1424
36 -50 1320
37 -50 1246
38 -50 1189
39 -50 1115
40 -50 1089
41 -50 999
42 -50 924
43 -50 892
44 -50 825
45 -50 754
46 -50 698
47 -50 626
48 -50 618
49 -50 544
50 -50 512
-50 -49 129
-49 -49 150
-48 -49 178
-47 -49 200
-46 -49 224
-45 -49 251
-44 -49 280
-43 -49 310
-42 -49 355
-41 -49 379
-40 -49 401
-39 -49 466
-38 -49 541
-37 -49 614
-36 -49 692
-35 -49 783
-34 -49 834
-33 -49 922
-32 -49 953
-31 -49 1029
-30 -49 1166
-29 -49 1242
-28 -49 1302
-27 -49 1385
-26 -49 1428
-25 -49 1428
-24 -49 1546
-23 -49 1671
-22 -49 1738
-21 -49 1815
-20 -49 1901
-19 -49 1886
-18 -49 1909
-17 -49 1948
-16 -49 2056
-15 -49 2173
-14 -49 2267
-13 -49 2239
-12 -49 2376
-11 -49 2434
-10 -49 2407
-9 -49 2459
-8 -49 2564
-7 -49 2587
-6 -49 2583
-5 -49 2641
-4 -49 2587
-3 -49 2636
-2 -49 2615
-1 -49 2652
0 -49 2720
1 -49 2706
2 -49 2638
3 -49 2666
4 -49 2655
5 -49 2624
6 -49 2589
7 -49 2666
8 -49 2687
9 -49 2650
10 -49 2694
11 -49 2627
12 -49 2601
13 -49 2613
14 -49 2629
15 -49 2580
16 -49 2502
17 -49 2521
18 -49 2468
19 -49 2391
20 -49 2338
21 -49 2322
22 -49 2230
23 -49 2221
24 -49 2217
25 -49 2124
26 -49 2102
27 -49 2026
28 -49 1988
29 -49 1994
30 -49 1888
31 -49 1776
32 -49 1748
33 -49 1722
34 -49 1637
35 -49 1544
36 -49 1471
37 -49 1418
38 -49 1372
39 -49 1298
40 -49 1235
41 -49 1155
42 -49 1148
43 -49 1103
44 -49 1019
45 -49 962
46 -49 874
47 -49 761
48 -49 693
49 -49 632
50 -49 561
-50 -48 159
-49 -48 173
-48 -48 202
-47 -48 234
-46 -48 252
-45 -48 273
-44 -48 327
-43 -48 414
-42 -48 438
-41 -48 470
-40 -48 505
-39 -48 532
-38 -48 573
-37 -48 627
-36 -48 647
-35 -48 796
-34 -48 823
-33 -48 947
-32 -48 987
-31 -48 1070
-30 -48 1166
-29 -48 1171
-28 -48 1287
-27 -48 1329
-26 -48 1379
-25 -48 1509
-24 -48 1513
-23 -48 1635
-22 -48 1768
-21 -48 1764
-20 -48 1829
-19 -48 1921
-18 -48 1965
-17 -48 2028
-16 -48 2122
-15 -48 2265
-14 -48 2272
-13 -48 2345
-12 -48 2430
-11 -48 2557
-10 -48 2638
-9 -48 2692
-8 -48 2706
-7 -48 2603
-6 -48 2685
-5 -48 2765
-4 -48 2760
-3 -48 2794
-2 -48 2827
-1 -48 2861
0 -48 2882
1 -48 2822
2 -48 2880
3 -48 2938
4 -48 2897
5 -48 2880
6 -48 2873
7 -48 2899
8 -48 2873
9 -48 2820
10 -48 2723
11 -48 2737
12 -48 2690
13 -48 2779
14 -48 2692
15 -48 2699
16 -48 2608
17 -48 2562
18 -48 2592
19 -48 2571
20 -48 2484
21 -48 2459
22 -48 2396
23 -48 2333
24 -48 2283
25 -48 2234
26 -48 2202
27 -48 2132
28 -48 2130
29 -48 2041
30 -48 1948
31 -48 1917
32 -48 1849
33 -48 1762
34 -48 1732
35 -48 1629
36 -48 1552
37 -48 1475
38 -48 1352
39 -48 1363
40 -48 1287
41 -48 1182
42 -48 1108
43 -48 1043
44 -48 972
45 -48 905
46 -48 845
47 -48 790
48 -48 732
49 -48 693
50 -48 624
-50 -47 186
-49 -47 200
-48 -47 230
-47 -47 262
-46 -47 282
-45 -47 338
-44 -47 375
-43 -47 418
-42 -47 458
-41 -47 519
-40 -47 578
-39 -47 656
-38 -47 710
-37 -47 812
-36 -47 884
-35 -47 1004
-34 -47 1019
-33 -47 1075
-32 -47 1169
-31 -47 1242
-30 -47 1376
-29 -47 1458
-28 -47 1502
-27 -47 1577
-26 -47 1714
-25 -47 1732
-24 -47 1843
-23 -47 1905
-22 -47 1961
-21 -47 2107
-20 -47 2092
-19 -47 2182
-18 -47 2278
-17 -47 2318
-16 -47 2371
-15 -47 2382
-14 -47 2495
-13 -47 2541
-12 -47 2543
-11 -47 2569
-10 -47 2669
-9 -47 2734
-8 -47 2680
-7 -47 2706
-6 -47 2730
-5 -47 2725
-4 -47 2796
-3 -47 2931
-2 -47 2984
-1 -47 2970
0 -47 3041
1 -47 2844
2 -47 2933
3 -47 2916
4 -47 3026
5 -47 3061
6 -47 2992
7 -47 2945
8 -47 2972
9 -47 2892
10 -47 2923
11 -47 2892
12 -47 2914
13 -47 2832
14 -47 2861
15 -47 2832
16 -47 2779
17 -47 2749
18 -47 2652
19 -47 2629
20 -47 2550
21 -47 2514
22 -47 2452
23 -47 2398
24 -47 2394
25 -47 2325
26 -47 2320
27 -47 2186
28 -47 2210
29 -47 2124
30 -47 2028
31 -47 1973
32 -47 1905
33 -47 1905
34 -47 1809
35 -47 1714
36 -47 1639
37 -47 1625
38 -47 1546
39 -47 1467
40 -47 1435
41 -47 1363
42 -47 1237
43 -47 1207
44 -47 1124
45 -47 1034
46 -47 982
47 -47 932
48 -47 807
49 -47 794
50 -47 701
-50 -46 180
-49 -46 204
-48 -46 231
-47 -46 261
-46 -46 300
-45 -46 346
-44 -46 396
-43 -46 433
-42 -46 487
-41 -46 505
-40 -46 584
-39 -46 710
-38 -46 741
-37 -46 802
-36 -46 905
-35 -46 945
-34 -46 1034
-33 -46 1105
-32 -46 1173
