PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 1
-49 -50 1
-48 -50 1
-47 -50 1
-46 -50 12
-45 -50 13
-44 -50 12
-43 -50 13
-42 -50 15
-41 -50 16
-40 -50 18
-39 -50 20
-38 -50 20
-37 -50 22
-36 -50 25
-35 -50 29
-34 -50 32
-33 -50 36
-32 -50 37
-31 -50 44
-30 -50 51
-29 -50 51
-28 -50 61
-27 -50 64
-26 -50 64
-25 -50 73
-24 -50 86
-23 -50 93
-22 -50 93
-21 -50 102
-20 -50 102
-19 -50 105
-18 -50 118
-17 -50 130
-16 -50 135
-15 -50 151
-14 -50 157
-13 -50 153
-12 -50 161
-11 -50 161
-10 -50 173
-9 -50 187
-8 -50 196
-7 -50 195
-6 -50 208
-5 -50 217
-4 -50 204
-3 -50 234
-2 -50 244
-1 -50 240
0 -50 235
1 -50 251
2 -50 255
3 -50 231
4 -50 261
5 -50 239
6 -50 250
7 -50 262
8 -50 272
9 -50 283
10 -50 299
11 -50 305
12 -50 300
13 -50 297
14 -50 302
15 -50 318
16 -50 306
17 -50 295
18 -50 277
19 -50 263
20 -50 285
21 -50 287
22 -50 276
23 -50 277
24 -50 310
25 -50 282
26 -50 273
27 -50 266
28 -50 268
29 -50 265
30 -50 247
31 -50 230
32 -50 227
33 -50 207
34 -50 208
35 -50 206
36 -50 199
37 -50 192
38 -50 191
39 -50 165
40 -50 152
41 -50 158
42 -50 145
43 -50 143
44 -50 133
45 -50 121
46 -50 113
47 -50 106
48 -50 88
49 -50 95
50 -50 79
-50 -49 1
-49 -49 1
-48 -49 1
-47 -49 10
-46 -49 10
-45 -49 13
-44 -49 14
-43 -49 15
-42 -49 15
-41 -49 17
-40 -49 19
-39 -49 19
-38 -49 24
-37 -49 24
-36 -49 29
-35 -49 37
-34 -49 37
-33 -49 43
-32 -49 51
-31 -49 57
-30 -49 59
-29 -49 62
-28 -49 72
-27 -49 77
-26 -49 81
-25 -49 87
-24 -49 77
-23 -49 93
-22 -49 97
-21 -49 107
-20 -49 120
-19 -49 124
-18 -49 134
-17 -49 153
-16 -49 165
-15 -49 181
-14 -49 183
-13 -49 195
-12 -49 211
-11 -49 194
-10 -49 220
-9 -49 237
-8 -49 249
-7 -49 257
-6 -49 297
-5 -49 258
-4 -49 280
-3 -49 300
-2 -49 318
-1 -49 322
0 -49 329
1 -49 329
2 -49 344
3 -49 346
4 -49 350
5 -49 369
6 -49 380
7 -49 372
8 -49 387
9 -49 374
10 -49 386
11 -49 374
12 -49 358
13 -49 366
14 -49 370
15 -49 337
16 -49 382
17 -49 388
18 -49 355
19 -49 355
20 -49 348
21 -49 337
22 -49 354
23 -49 342
24 -49 320
25 -49 314
26 -49 291
27 -49 297
28 -49 290
29 -49 280
30 -49 281
31 -49 280
32 -49 277
33 -49 268
34 -49 244
35 -49 233
36 -49 225
37 -49 225
38 -49 208
39 -49 198
40 -49 187
41 -49 169
42 -49 164
43 -49 165
44 -49 152
45 -49 135
46 -49 133
47 -49 109
48 -49 109
49 -49 97
50 -49 95
-50 -48 11
-49 -48 11
-48 -48 11
-47 -48 12
-46 -48 11
-45 -48 12
-44 -48 14
-43 -48 15
-42 -48 17
-41 -48 21
-40 -48 22
-39 -48 26
-38 -48 27
-37 -48 28
-36 -48 34
-35 -48 38
-34 -48 43
-33 -48 47
-32 -48 58
-31 -48 63
-30 -48 67
-29 -48 74
-28 -48 74
-27 -48 81
-26 -48 90
-25 -48 107
-24 -48 122
-23 -48 149
-22 -48 141
-21 -48 151
-20 -48 160
-19 -48 167
-18 -48 178
-17 -48 213
-16 -48 217
-15 -48 223
-14 -48 256
-13 -48 239
-12 -48 235
-11 -48 223
-10 -48 230
-9 -48 244
-8 -48 270
-7 -48 275
-6 -48 315
-5 -48 320
-4 -48 311
-3 -48 314
-2 -48 296
-1 -48 304
0 -48 313
1 -48 323
2 -48 386
3 -48 379
4 -48 384
5 -48 396
6 -48 394
7 -48 365
8 -48 362
9 -48 345
10 -48 372
11 -48 382
12 -48 399
13 -48 391
14 -48 405
15 -48 353
16 -48 369
17 -48 387
18 -48 402
19 -48 409
20 -48 392
21 -48 380
22 -48 358
23 -48 358
24 -48 344
25 -48 332
26 -48 324
27 -48 301
28 -48 331
29 -48 316
30 -48 270
31 -48 275
32 -48 275
33 -48 255
34 -48 240
35 -48 224
36 -48 244
37 -48 240
38 -48 218
39 -48 202
40 -48 216
41 -48 207
42 -48 188
43 -48 175
44 -48 171
45 -48 157
46 -48 149
47 -48 136
48 -48 124
49 -48 127
50 -48 117
-50 -47 11
-49 -47 11
-48 -47 12
-47 -47 14
-46 -47 14
-45 -47 14
-44 -47 17
-43 -47 20
-42 -47 21
-41 -47 22
-40 -47 25
-39 -47 32
-38 -47 35
-37 -47 38
-36 -47 39
-35 -47 43
-34 -47 49
-33 -47 56
-32 -47 65
-31 -47 72
-30 -47 77
-29 -47 85
-28 -47 95
-27 -47 101
-26 -47 107
-25 -47 129
-24 -47 131
-23 -47 136
-22 -47 139
-21 -47 154
-20 -47 168
-19 -47 175
-18 -47 195
-17 -47 211
-16 -47 244
-15 -47 255
-14 -47 271
