PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 146
-49 -50 155
-48 -50 158
-47 -50 192
-46 -50 218
-45 -50 244
-44 -50 251
-43 -50 316
-42 -50 363
-41 -50 375
-40 -50 418
-39 -50 494
-38 -50 541
-37 -50 606
-36 -50 666
-35 -50 771
-34 -50 768
-33 -50 834
-32 -50 915
-31 -50 1020
-30 -50 1036
-29 -50 1060
-28 -50 1176
-27 -50 1286
-26 -50 1244
-25 -50 1318
-24 -50 1398
-23 -50 1364
-22 -50 1488
-21 -50 1511
-20 -50 1676
-19 -50 1843
-18 -50 1786
-17 -50 1921
-16 -50 1950
-15 -50 1994
-14 -50 2034
-13 -50 2049
-12 -50 2126
-11 -50 2197
-10 -50 2256
-9 -50 2180
-8 -50 2267
-7 -50 2243
-6 -50 2217
-5 -50 2416
-4 -50 2527
-3 -50 2655
-2 -50 2638
-1 -50 2645
0 -50 2610
1 -50 2473
2 -50 2441
3 -50 2448
4 -50 2475
5 -50 2530
6 -50 2514
7 -50 2502
8 -50 2500
9 -50 2500
10 -50 2436
11 -50 2441
12 -50 2325
13 -50 2329
14 -50 2313
15 -50 2389
16 -50 2340
17 -50 2378
18 -50 2305
19 -50 2167
20 -50 2199
21 -50 2147
22 -50 2135
23 -50 2145
24 -50 2068
25 -50 2062
26 -50 1986
27 -50 1915
28 -50 1797
29 -50 1788
30 -50 1633
31 -50 1575
32 -50 1647
33 -50 1602
34 -50 1519
35 -50 1394
36 -50 1309
37 -50 1249
38 -50 1132
39 -50 1129
40 -50 1048
41 -50 1065
42 -50 975
43 -50 907
44 -50 886
45 -50 794
46 -50 743
47 -50 663
48 -50 609
49 -50 561
50 -50 538
-50 -49 144
-49 -49 161
-48 -49 176
-47 -49 216
-46 -49 222
-45 -49 230
-44 -49 261
-43 -49 300
-42 -49 336
-41 -49 428
-40 -49 458
-39 -49 539
-38 -49 586
-37 -49 629
-36 -49 651
-35 -49 749
-34 -49 801
-33 -49 879
-32 -49 920
-31 -49 1014
-30 -49 1108
-29 -49 1187
-28 -49 1255
-27 -49 1342
-26 -49 1398
-25 -49 1447
-24 -49 1509
-23 -49 1621
-22 -49 1742
-21 -49 1760
-20 -49 1843
-19 -49 1899
-18 -49 1827
-17 -49 1946
-16 -49 2009
-15 -49 2135
-14 -49 2066
-13 -49 2158
-12 -49 2258
-11 -49 2287
-10 -49 2298
-9 -49 2358
-8 -49 2409
-7 -49 2461
-6 -49 2416
-5 -49 2493
-4 -49 2486
-3 -49 2573
-2 -49 2560
-1 -49 2620
0 -49 2583
1 -49 2555
2 -49 2576
3 -49 2550
4 -49 2657
5 -49 2652
6 -49 2690
7 -49 2723
8 -49 2659
9 -49 2629
10 -49 2596
11 -49 2608
12 -49 2606
13 -49 2599
14 -49 2636
15 -49 2613
16 -49 2523
17 -49 2505
18 -49 2455
19 -49 2457
20 -49 2382
21 -49 2365
22 -49 2336
23 -49 2316
24 -49 2228
25 -49 2176
26 -49 2079
27 -49 2001
28 -49 1940
29 -49 1797
30 -49 1734
31 -49 1736
32 -49 1637
33 -49 1617
34 -49 1557
35 -49 1467
36 -49 1432
37 -49 1392
38 -49 1339
39 -49 1282
40 -49 1185
41 -49 1129
42 -49 1070
43 -49 1039
44 -49 960
45 -49 930
46 -49 855
47 -49 780
48 -49 724
49 -49 632
50 -49 581
-50 -48 162
-49 -48 160
-48 -48 178
-47 -48 217
-46 -48 222
-45 -48 253
-44 -48 297
-43 -48 337
-42 -48 387
-41 -48 456
-40 -48 483
-39 -48 532
-38 -48 578
-37 -48 623
-36 -48 704
-35 -48 760
-34 -48 821
-33 -48 883
-32 -48 1004
-31 -48 1108
-30 -48 1113
-29 -48 1155
-28 -48 1268
-27 -48 1405
-26 -48 1477
-25 -48 1525
-24 -48 1639
-23 -48 1688
-22 -48 1756
-21 -48 1827
-20 -48 1921
-19 -48 2001
-18 -48 2062
-17 -48 2139
-16 -48 2083
-15 -48 2178
-14 -48 2272
-13 -48 2296
-12 -48 2387
-11 -48 2378
-10 -48 2436
-9 -48 2498
-8 -48 2507
-7 -48 2624
-6 -48 2692
-5 -48 2737
-4 -48 2739
-3 -48 2746
-2 -48 2744
-1 -48 2760
0 -48 2820
1 -48 2775
2 -48 2808
3 -48 2815
4 -48 2739
5 -48 2808
6 -48 2829
7 -48 2727
8 -48 2818
9 -48 2782
10 -48 2770
11 -48 2746
12 -48 2756
13 -48 2723
14 -48 2734
15 -48 2666
16 -48 2624
17 -48 2585
18 -48 2525
19 -48 2594
20 -48 2518
21 -48 2436
22 -48 2331
23 -48 2349
24 -48 2307
25 -48 2202
26 -48 2115
27 -48 1992
28 -48 2022
29 -48 2030
30 -48 2058
31 -48 1980
32 -48 1913
33 -48 1843
34 -48 1780
35 -48 1728
36 -48 1637
37 -48 1486
38 -48 1409
39 -48 1394
40 -48 1284
41 -48 1232
42 -48 1118
43 -48 1049
44 -48 1019
45 -48 940
46 -48 863
47 -48 865
48 -48 771
49 -48 677
50 -48 620
-50 -47 224
-49 -47 246
-48 -47 278
-47 -47 305
-46 -47 365
-45 -47 383
-44 -47 415
-43 -47 466
-42 -47 522
-41 -47 583
-40 -47 641
-39 -47 700
-38 -47 841
-37 -47 863
-36 -47 970
-35 -47 997
-34 -47 1120
-33 -47 1164
-32 -47 1275
-31 -47 1302
-30 -47 1404
-29 -47 1521
-28 -47 1592
-27 -47 1635
-26 -47 1718
-25 -47 1786
-24 -47 1878
-23 -47 1980
-22 -47 2024
-21 -47 2060
-20 -47 2191
-19 -47 2202
-18 -47 2331
-17 -47 2391
-16 -47 2489
-15 -47 2475
-14 -47 2541
-13 -47 2525
-12 -47 2543
-11 -47 2676
-10 -47 2683
-9 -47 2767
-8 -47 2775
-7 -47 2853
-6 -47 2909
-5 -47 2882
-4 -47 2975
-3 -47 3004
-2 -47 3036
-1 -47 2994
0 -47 3002
1 -47 3056
2 -47 3068
3 -47 3038
4 -47 3048
5 -47 3083
6 -47 2997
7 -47 2955
8 -47 2967
9 -47 2926
10 -47 2967
11 -47 2923
12 -47 2863
13 -47 2798
14 -47 2846
15 -47 2806
16 -47 2753
17 -47 2683
18 -47 2627
19 -47 2680
20 -47 2606
21 -47 2530
22 -47 2486
23 -47 2459
24 -47 2416
25 -47 2418
26 -47 2289
27 -47 2258
28 -47 2189
29 -47 2100
30 -47 2117
31 -47 2003
32 -47 1942
33 -47 1878
34 -47 1837
35 -47 1784
36 -47 1750
37 -47 1550
38 -47 1458
39 -47 1456
40 -47 1352
41 -47 1253
42 -47 1145
43 -47 1120
44 -47 1065
45 -47 1022
46 -47 897
47 -47 839
48 -47 785
49 -47 749
50 -47 675
-50 -46 228
-49 -46 249
-48 -46 270
-47 -46 301
-46 -46 341
-45 -46 379
-44 -46 428
-43 -46 486
-42 -46 552
-41 -46 621
-40 -46 678
-39 -46 799
-38 -46 866
-37 -46 881
-36 -46 975
-35 -46 1061
-34 -46 1073
-33 -46 1191
-32 -46 1199
-31 -46 1339
-30 -46 1424
-29 -46 1486
-28 -46 1548
-27 -46 1661
-26 -46 1752
-25 -46 1784
-24 -46 1915
-23 -46 1965
-22 -46 2036
-21 -46 2160
-20 -46 2239
-19 -46 2311
-18 -46 2274
-17 -46 2484
-16 -46 2505
-15 -46 2601
-14 -46 2643
-13 -46 2697
-12 -46 2720
-11 -46 2746
-10 -46 2763
-9 -46 2763
-8 -46 2885
-7 -46 2902
-6 -46 2989
-5 -46 2962
-4 -46 2982
-3 -46 3100
-2 -46 3123
-1 -46 3061
0 -46 3043
1 -46 3021
2 -46 2989
3 -46 3041
4 -46 3113
5 -46 3051
6 -46 3115
7 -46 3143
8 -46 3071
9 -46 3014
10 -46 3004
11 -46 3011
12 -46 2975
13 -46 2987
14 -46 2878
15 -46 2899
16 -46 2882
17 -46 2801
18 -46 2765
19 -46 2678
20 -46 2601
21 -46 2596
22 -46 2627
23 -46 2539
24 -46 2445
25 -46 2382
26 -46 2294
27 -46 2258
28 -46 2217
29 -46 2150
30 -46 2090
31 -46 2009
32 -46 2034
33 -46 1932
34 -46 1909
35 -46 1841
36 -46 1724
37 -46 1692
38 -46 1633
39 -46 1555
40 -46 1467
41 -46 1383
42 -46 1286
43 -46 1201
44 -46 1146
45 -46 1075
46 -46 963
47 -46 924
48 -46 909
49 -46 852
50 -46 766
-50 -45 179
-49 -45 195
-48 -45 231
-47 -45 258
-46 -45 288
-45 -45 315
-44 -45 340
-43 -45 406
-42 -45 502
-41 -45 561
-40 -45 632
-39 -45 721
-38 -45 818
-37 -45 917
-36 -45 968
-35 -45 1103
-34 -45 1166
-33 -45 1240
-32 -45 1366
-31 -45 1462
-30 -45 1498
-29 -45 1513
-28 -45 1673
-27 -45 1799
-26 -45 1762
-25 -45 1778
-24 -45 1917
-23 -45 1961
-22 -45 2056
-21 -45 2115
-20 -45 2285
-19 -45 2171
-18 -45 2331
-17 -45 2360
-16 -45 2430
-15 -45 2539
-14 -45 2680
-13 -45 2730
-12 -45 2782
-11 -45 2897
-10 -45 3026
-9 -45 3135
-8 -45 3026
-7 -45 3085
-6 -45 3123
-5 -45 3148
-4 -45 3259
-3 -45 3236
-2 -45 3195
-1 -45 3180
0 -45 3130
1 -45 3170
2 -45 3160
3 -45 3160
4 -45 3198
5 -45 3183
6 -45 3098
7 -45 3085
8 -45 3105
9 -45 3123
