PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 171
-49 -50 165
-48 -50 186
-47 -50 234
-46 -50 280
-45 -50 310
-44 -50 341
-43 -50 372
-42 -50 379
-41 -50 425
-40 -50 483
-39 -50 510
-38 -50 605
-37 -50 654
-36 -50 738
-35 -50 771
-34 -50 863
-33 -50 945
-32 -50 1007
-31 -50 1063
-30 -50 1087
-29 -50 1201
-28 -50 1259
-27 -50 1291
-26 -50 1398
-25 -50 1426
-24 -50 1507
-23 -50 1588
-22 -50 1633
-21 -50 1704
-20 -50 1786
-19 -50 1882
-18 -50 1870
-17 -50 1936
-16 -50 1973
-15 -50 2178
-14 -50 2143
-13 -50 2265
-12 -50 2362
-11 -50 2267
-10 -50 2300
-9 -50 2365
-8 -50 2349
-7 -50 2405
-6 -50 2414
-5 -50 2459
-4 -50 2523
-3 -50 2489
-2 -50 2541
-1 -50 2617
0 -50 2560
1 -50 2576
2 -50 2603
3 -50 2601
4 -50 2592
5 -50 2566
6 -50 2599
7 -50 2534
8 -50 2562
9 -50 2534
10 -50 2500
11 -50 2505
12 -50 2489
13 -50 2436
14 -50 2430
15 -50 2391
16 -50 2396
17 -50 2307
18 -50 2265
19 -50 2226
20 -50 2278
21 -50 2191
22 -50 2167
23 -50 2152
24 -50 2137
25 -50 2098
26 -50 2062
27 -50 1946
28 -50 1868
29 -50 1862
30 -50 1807
31 -50 1736
32 -50 1682
33 -50 1680
34 -50 1606
35 -50 1616
36 -50 1437
37 -50 1326
38 -50 1248
39 -50 1141
40 -50 1056
41 -50 1043
42 -50 962
43 -50 899
44 -50 828
45 -50 779
46 -50 704
47 -50 662
48 -50 636
49 -50 593
50 -50 514
-50 -49 134
-49 -49 152
-48 -49 187
-47 -49 218
-46 -49 258
-45 -49 282
-44 -49 328
-43 -49 357
-42 -49 418
-41 -49 474
-40 -49 517
-39 -49 545
-38 -49 621
-37 -49 659
-36 -49 721
-35 -49 845
-34 -49 876
-33 -49 975
-32 -49 1014
-31 -49 1153
-30 -49 1212
-29 -49 1284
-28 -49 1315
-27 -49 1433
-26 -49 1486
-25 -49 1504
-24 -49 1581
-23 -49 1647
-22 -49 1764
-21 -49 1849
-20 -49 2017
-19 -49 2094
-18 -49 2098
-17 -49 2184
-16 -49 2128
-15 -49 2254
-14 -49 2239
-13 -49 2336
-12 -49 2362
-11 -49 2484
-10 -49 2482
-9 -49 2514
-8 -49 2587
-7 -49 2601
-6 -49 2692
-5 -49 2708
-4 -49 2715
-3 -49 2751
-2 -49 2741
-1 -49 2765
0 -49 2732
1 -49 2680
2 -49 2758
3 -49 2749
4 -49 2751
5 -49 2751
6 -49 2763
7 -49 2770
8 -49 2767
9 -49 2775
10 -49 2803
11 -49 2725
12 -49 2685
13 -49 2711
14 -49 2669
15 -49 2737
16 -49 2645
17 -49 2557
18 -49 2514
19 -49 2498
20 -49 2439
21 -49 2362
22 -49 2325
23 -49 2274
24 -49 2167
25 -49 2184
26 -49 2098
27 -49 1971
28 -49 1969
29 -49 1903
30 -49 1847
31 -49 1738
32 -49 1669
33 -49 1637
34 -49 1511
35 -49 1467
36 -49 1377
37 -49 1392
38 -49 1331
39 -49 1268
40 -49 1228
41 -49 1187
42 -49 1117
43 -49 1061
44 -49 993
45 -49 894
46 -49 820
47 -49 755
48 -49 724
49 -49 626
50 -49 576
-50 -48 204
-49 -48 227
-48 -48 234
-47 -48 257
-46 -48 302
-45 -48 349
-44 -48 365
-43 -48 443
-42 -48 479
-41 -48 535
-40 -48 602
-39 -48 726
-38 -48 757
-37 -48 831
-36 -48 834
-35 -48 1024
-34 -48 1077
-33 -48 1173
-32 -48 1192
-31 -48 1291
-30 -48 1346
-29 -48 1426
-28 -48 1521
-27 -48 1629
-26 -48 1772
-25 -48 1801
-24 -48 1876
-23 -48 1963
-22 -48 2090
-21 -48 2096
-20 -48 2182
-19 -48 2263
-18 -48 2382
-17 -48 2466
-16 -48 2521
-15 -48 2594
-14 -48 2648
-13 -48 2725
-12 -48 2834
-11 -48 2834
-10 -48 2756
-9 -48 2914
-8 -48 2943
-7 -48 2989
-6 -48 3009
-5 -48 2994
-4 -48 3009
-3 -48 3073
-2 -48 3163
-1 -48 3056
0 -48 3133
1 -48 3155
2 -48 3063
3 -48 3061
4 -48 3085
5 -48 2997
6 -48 3076
7 -48 3063
8 -48 3098
9 -48 3168
10 -48 3120
11 -48 3223
12 -48 3188
13 -48 3133
14 -48 3053
15 -48 3029
16 -48 2950
17 -48 2844
18 -48 2777
19 -48 2730
20 -48 2657
21 -48 2701
22 -48 2592
23 -48 2518
24 -48 2468
25 -48 2507
26 -48 2385
27 -48 2276
28 -48 2206
29 -48 2219
30 -48 2158
31 -48 2032
32 -48 1957
33 -48 1940
34 -48 1888
35 -48 1780
36 -48 1645
37 -48 1700
38 -48 1631
39 -48 1602
40 -48 1548
41 -48 1329
42 -48 1248
43 -48 1132
44 -48 1063
45 -48 995
46 -48 910
47 -48 852
48 -48 755
49 -48 719
50 -48 669
-50 -47 218
-49 -47 246
-48 -47 277
-47 -47 338
-46 -47 379
-45 -47 437
-44 -47 452
-43 -47 560
-42 -47 584
-41 -47 592
-40 -47 648
-39 -47 768
-38 -47 829
-37 -47 920
-36 -47 1031
-35 -47 1166
-34 -47 1271
-33 -47 1260
-32 -47 1342
-31 -47 1449
-30 -47 1504
-29 -47 1550
-28 -47 1619
-27 -47 1676
-26 -47 1823
-25 -47 1926
-24 -47 2062
-23 -47 2045
-22 -47 2195
-21 -47 2276
-20 -47 2461
-19 -47 2486
-18 -47 2610
-17 -47 2697
-16 -47 2690
-15 -47 2789
-14 -47 2885
-13 -47 2909
-12 -47 2987
-11 -47 2997
-10 -47 3095
-9 -47 3110
-8 -47 3138
-7 -47 3120
-6 -47 3073
-5 -47 3160
-4 -47 3143
-3 -47 3254
-2 -47 3238
-1 -47 3302
0 -47 3269
1 -47 3402
2 -47 3436
3 -47 3441
4 -47 3431
5 -47 3449
6 -47 3499
7 -47 3509
8 -47 3504
9 -47 3444
10 -47 3384
11 -47 3341
12 -47 3338
13 -47 3287
14 -47 3259
15 -47 3282
16 -47 3261
17 -47 3183
18 -47 3085
19 -47 3031
20 -47 2911
21 -47 2948
22 -47 2890
23 -47 2849
24 -47 2711
25 -47 2744
26 -47 2596
27 -47 2461
28 -47 2425
29 -47 2287
30 -47 2226
31 -47 2173
32 -47 2132
33 -47 2036
34 -47 1901
35 -47 1860
36 -47 1778
37 -47 1762
38 -47 1657
39 -47 1552
40 -47 1466
41 -47 1363
42 -47 1291
43 -47 1228
44 -47 1152
45 -47 1068
46 -47 992
47 -47 907
48 -47 883
49 -47 825
50 -47 769
-50 -46 261
-49 -46 290
-48 -46 314
-47 -46 378
-46 -46 399
-45 -46 461
-44 -46 504
-43 -46 568
-42 -46 678
