PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 143
-49 -50 143
-48 -50 165
-47 -50 214
-46 -50 223
-45 -50 223
-44 -50 268
-43 -50 305
-42 -50 328
-41 -50 341
-40 -50 414
-39 -50 479
-38 -50 521
-37 -50 545
-36 -50 576
-35 -50 648
-34 -50 683
-33 -50 719
-32 -50 831
-31 -50 905
-30 -50 943
-29 -50 1115
-28 -50 1105
-27 -50 1199
-26 -50 1244
-25 -50 1400
-24 -50 1452
-23 -50 1552
-22 -50 1639
-21 -50 1726
-20 -50 1803
-19 -50 1878
-18 -50 2077
-17 -50 2079
-16 -50 2117
-15 -50 2258
-14 -50 2318
-13 -50 2322
-12 -50 2358
-11 -50 2498
-10 -50 2537
-9 -50 2615
-8 -50 2576
-7 -50 2666
-6 -50 2715
-5 -50 2613
-4 -50 2610
-3 -50 2727
-2 -50 2683
-1 -50 2680
0 -50 2666
1 -50 2741
2 -50 2683
3 -50 2758
4 -50 2763
5 -50 2732
6 -50 2638
7 -50 2715
8 -50 2718
9 -50 2720
10 -50 2692
11 -50 2685
12 -50 2690
13 -50 2666
14 -50 2648
15 -50 2589
16 -50 2464
17 -50 2511
18 -50 2464
19 -50 2396
20 -50 2493
21 -50 2425
22 -50 2329
23 -50 2305
24 -50 2243
25 -50 2173
26 -50 2139
27 -50 2005
28 -50 2045
29 -50 1955
30 -50 1764
31 -50 1784
32 -50 1748
33 -50 1734
34 -50 1665
35 -50 1548
36 -50 1418
37 -50 1383
38 -50 1295
39 -50 1275
40 -50 1183
41 -50 1099
42 -50 1000
43 -50 955
44 -50 927
45 -50 853
46 -50 741
47 -50 689
48 -50 689
49 -50 615
50 -50 565
-50 -49 134
-49 -49 141
-48 -49 151
-47 -49 186
-46 -49 194
-45 -49 222
-44 -49 262
-43 -49 292
-42 -49 341
-41 -49 396
-40 -49 459
-39 -49 502
-38 -49 529
-37 -49 576
-36 -49 639
-35 -49 727
-34 -49 782
-33 -49 886
-32 -49 927
-31 -49 1061
-30 -49 1111
-29 -49 1150
-28 -49 1230
-27 -49 1277
-26 -49 1357
-25 -49 1452
-24 -49 1515
-23 -49 1616
-22 -49 1649
-21 -49 1673
-20 -49 1732
-19 -49 1851
-18 -49 1847
-17 -49 1895
-16 -49 1957
-15 -49 2028
-14 -49 2217
-13 -49 2309
-12 -49 2407
-11 -49 2514
-10 -49 2548
-9 -49 2608
-8 -49 2495
-7 -49 2500
-6 -49 2489
-5 -49 2636
-4 -49 2671
-3 -49 2770
-2 -49 2870
-1 -49 2870
0 -49 2784
1 -49 2796
2 -49 2878
3 -49 2892
4 -49 2753
5 -49 2723
6 -49 2880
7 -49 2832
8 -49 2970
9 -49 2808
10 -49 2861
11 -49 2808
12 -49 2756
13 -49 2711
14 -49 2659
15 -49 2550
16 -49 2659
17 -49 2557
18 -49 2534
19 -49 2464
20 -49 2473
21 -49 2498
22 -49 2412
23 -49 2387
24 -49 2318
25 -49 2258
26 -49 2245
27 -49 2232
28 -49 2132
29 -49 2085
30 -49 2009
31 -49 2001
32 -49 1988
33 -49 1833
34 -49 1778
35 -49 1740
36 -49 1665
37 -49 1546
38 -49 1534
39 -49 1432
40 -49 1322
41 -49 1273
42 -49 1148
43 -49 1073
44 -49 987
45 -49 928
46 -49 820
47 -49 768
48 -49 680
