PARAMS map_range=75 map_step=1
H_Delta V_Delta RSSI
-75 -75 1
-74 -75 1
-73 -75 1
-72 -75 1
-71 -75 1
-70 -75 1
-69 -75 1
-68 -75 1
-67 -75 1
-66 -75 1
-65 -75 1
-64 -75 1
-63 -75 1
-62 -75 1
-61 -75 1
-60 -75 1
-59 -75 1
-58 -75 1
-57 -75 1
-56 -75 1
-55 -75 1
-54 -75 1
-53 -75 1
-52 -75 1
-51 -75 1
-50 -75 1
-49 -75 1
-48 -75 1
-47 -75 1
-46 -75 1
-45 -75 1
-44 -75 10
-43 -75 11
-42 -75 12
-41 -75 13
-40 -75 15
-39 -75 15
-38 -75 16
-37 -75 18
-36 -75 20
-35 -75 25
-34 -75 24
-33 -75 28
-32 -75 30
-31 -75 33
-30 -75 34
-29 -75 38
-28 -75 47
-27 -75 51
-26 -75 55
-25 -75 52
-24 -75 61
-23 -75 72
-22 -75 74
-21 -75 76
-20 -75 83
-19 -75 85
-18 -75 89
-17 -75 98
-16 -75 103
-15 -75 111
-14 -75 112
-13 -75 113
-12 -75 121
-11 -75 131
-10 -75 130
-9 -75 136
-8 -75 143
-7 -75 152
-6 -75 152
-5 -75 155
-4 -75 173
-3 -75 174
-2 -75 169
-1 -75 173
0 -75 166
1 -75 175
2 -75 172
3 -75 172
4 -75 167
5 -75 169
6 -75 178
7 -75 175
8 -75 179
9 -75 185
10 -75 172
11 -75 185
12 -75 180
13 -75 166
14 -75 169
15 -75 162
16 -75 166
17 -75 160
18 -75 162
19 -75 155
20 -75 155
21 -75 171
22 -75 151
23 -75 155
24 -75 143
25 -75 142
26 -75 141
27 -75 129
28 -75 133
29 -75 136
30 -75 117
31 -75 116
32 -75 111
33 -75 99
34 -75 97
35 -75 92
36 -75 87
37 -75 84
38 -75 79
39 -75 72
40 -75 67
41 -75 72
42 -75 63
43 -75 61
44 -75 57
45 -75 52
46 -75 48
47 -75 42
48 -75 43
49 -75 40
50 -75 39
51 -75 36
52 -75 32
53 -75 27
54 -75 24
55 -75 22
56 -75 21
57 -75 19
58 -75 19
59 -75 16
60 -75 13
61 -75 12
62 -75 11
63 -75 1
64 -75 1
65 -75 1
66 -75 1
67 -75 1
68 -75 1
69 -75 1
70 -75 1
71 -75 1
72 -75 1
73 -75 1
74 -75 1
75 -75 1
-75 -74 1
-74 -74 1
-73 -74 1
-72 -74 1
-71 -74 1
-70 -74 1
-69 -74 1
-68 -74 1
-67 -74 1
-66 -74 1
-65 -74 1
-64 -74 1
-63 -74 1
-62 -74 1
-61 -74 1
-60 -74 1
-59 -74 1
-58 -74 1
-57 -74 1
-56 -74 1
-55 -74 1
-54 -74 1
-53 -74 1
-52 -74 1
-51 -74 1
-50 -74 1
-49 -74 1
-48 -74 1
-47 -74 10
-46 -74 10
-45 -74 12
-44 -74 13
-43 -74 14
-42 -74 15
-41 -74 18
-40 -74 18
-39 -74 21
-38 -74 23
-37 -74 26
-36 -74 29
-35 -74 32
-34 -74 38
-33 -74 41
-32 -74 48
-31 -74 52
-30 -74 51
-29 -74 60
-28 -74 67
-27 -74 77
-26 -74 78
-25 -74 77
-24 -74 77
-23 -74 75
-22 -74 83
-21 -74 90
-20 -74 93
-19 -74 85
-18 -74 87
-17 -74 98
-16 -74 108
-15 -74 109
-14 -74 125
-13 -74 115
-12 -74 129
-11 -74 131
-10 -74 131
-9 -74 141
-8 -74 139
-7 -74 145
-6 -74 149
-5 -74 144
-4 -74 149
-3 -74 151
-2 -74 161
-1 -74 166
0 -74 176
1 -74 185
2 -74 183
3 -74 202
4 -74 206
5 -74 212
6 -74 205
7 -74 206
8 -74 214
9 -74 210
10 -74 222
11 -74 229
12 -74 204
13 -74 213
14 -74 206
15 -74 228
16 -74 219
17 -74 205
18 -74 212
19 -74 195
20 -74 201
21 -74 189
22 -74 180
23 -74 168
24 -74 182
25 -74 179
26 -74 171
27 -74 154
28 -74 153
29 -74 160
30 -74 145
31 -74 146
32 -74 142
33 -74 127
34 -74 120
35 -74 116
36 -74 106
37 -74 106
38 -74 99
39 -74 90
40 -74 86
41 -74 80
42 -74 74
43 -74 64
44 -74 64
45 -74 56
46 -74 55
47 -74 48
48 -74 44
49 -74 38
50 -74 36
51 -74 34
52 -74 30
53 -74 28
54 -74 26
55 -74 22
56 -74 22
57 -74 19
58 -74 17
59 -74 15
60 -74 16
61 -74 12
62 -74 11
63 -74 10
64 -74 10
65 -74 1
66 -74 1
67 -74 1
68 -74 1
69 -74 1
70 -74 1
71 -74 1
72 -74 1
73 -74 1
74 -74 1
75 -74 1
-75 -73 1
-74 -73 1
-73 -73 1
-72 -73 1
-71 -73 1
-70 -73 1
-69 -73 1
-68 -73 1
-67 -73 1
-66 -73 1
-65 -73 1
-64 -73 1
-63 -73 1
-62 -73 1
-61 -73 1
-60 -73 1
-59 -73 1
-58 -73 1
-57 -73 1
-56 -73 1
-55 -73 1
-54 -73 1
-53 -73 1
-52 -73 1
-51 -73 1
-50 -73 1
-49 -73 1
-48 -73 1
-47 -73 1
-46 -73 10
-45 -73 12
-44 -73 13
-43 -73 14
-42 -73 15
-41 -73 18
-40 -73 20
-39 -73 23
-38 -73 24
-37 -73 27
-36 -73 33
-35 -73 35
-34 -73 42
-33 -73 45
-32 -73 51
-31 -73 54
-30 -73 59
-29 -73 63
-28 -73 72
-27 -73 83
-26 -73 87
-25 -73 96
-24 -73 99
-23 -73 106
-22 -73 116
-21 -73 125
-20 -73 134
-19 -73 153
-18 -73 151
-17 -73 160
-16 -73 172
-15 -73 186
-14 -73 188
-13 -73 217
-12 -73 212
-11 -73 211
-10 -73 217
-9 -73 208
-8 -73 220
-7 -73 240
-6 -73 250
-5 -73 247
-4 -73 247
-3 -73 255
-2 -73 261
-1 -73 252
0 -73 249
1 -73 234
2 -73 247
3 -73 268
4 -73 278
5 -73 270
6 -73 300
7 -73 286
8 -73 272
9 -73 275
10 -73 261
11 -73 287
12 -73 263
13 -73 266
14 -73 253
15 -73 251
16 -73 246
17 -73 268
18 -73 265
19 -73 252
20 -73 245
21 -73 245
22 -73 240
23 -73 227
24 -73 216
25 -73 212
26 -73 201
27 -73 193
28 -73 183
29 -73 175
30 -73 155
31 -73 165
32 -73 154
33 -73 136
34 -73 136
35 -73 128
36 -73 116
37 -73 117
38 -73 112
39 -73 117
40 -73 108
41 -73 93
42 -73 86
43 -73 80
44 -73 76
45 -73 68
46 -73 64
47 -73 62
48 -73 58
49 -73 55
50 -73 50
51 -73 47
52 -73 43
53 -73 38
54 -73 36
55 -73 35
56 -73 29
57 -73 24
58 -73 23
59 -73 19
60 -73 18
61 -73 16
62 -73 14
63 -73 13
64 -73 12
65 -73 10
66 -73 1
67 -73 1
68 -73 1
69 -73 1
70 -73 1
71 -73 1
72 -73 1
73 -73 1
74 -73 1
75 -73 1
-75 -72 1
-74 -72 1
-73 -72 1
-72 -72 1
-71 -72 1
-70 -72 1
-69 -72 1
-68 -72 1
-67 -72 1
-66 -72 1
-65 -72 1
-64 -72 1
-63 -72 1
-62 -72 1
-61 -72 1
-60 -72 1
-59 -72 1
-58 -72 1
-57 -72 1
-56 -72 1
-55 -72 1
-54 -72 1
-53 -72 1
-52 -72 1
-51 -72 1
-50 -72 1
-49 -72 10
-48 -72 11
-47 -72 11
-46 -72 12
-45 -72 15
-44 -72 14
-43 -72 16
-42 -72 19
-41 -72 21
-40 -72 22
-39 -72 27
-38 -72 28
-37 -72 33
-36 -72 34
-35 -72 38
-34 -72 44
-33 -72 45
