PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 108
-49 -50 113
-48 -50 119
-47 -50 136
-46 -50 169
-45 -50 187
-44 -50 201
-43 -50 234
-42 -50 250
-41 -50 301
-40 -50 331
-39 -50 376
-38 -50 414
-37 -50 472
-36 -50 481
-35 -50 510
-34 -50 550
-33 -50 629
-32 -50 692
-31 -50 777
-30 -50 817
-29 -50 812
-28 -50 957
-27 -50 1026
-26 -50 1087
-25 -50 1051
-24 -50 1075
-23 -50 1182
-22 -50 1257
-21 -50 1392
-20 -50 1471
-19 -50 1563
-18 -50 1488
-17 -50 1464
-16 -50 1546
-15 -50 1637
-14 -50 1619
-13 -50 1702
-12 -50 1738
-11 -50 1845
-10 -50 1837
-9 -50 1971
-8 -50 2090
-7 -50 2150
-6 -50 2062
-5 -50 2195
-4 -50 2178
-3 -50 2302
-2 -50 2267
-1 -50 2243
0 -50 2171
1 -50 2178
2 -50 2186
3 -50 2154
4 -50 2169
5 -50 2204
6 -50 2272
7 -50 2267
8 -50 2256
9 -50 2252
10 -50 2232
11 -50 2158
12 -50 2156
13 -50 2212
14 -50 2094
15 -50 2150
16 -50 2128
17 -50 2132
18 -50 2062
19 -50 2060
20 -50 2094
21 -50 2115
22 -50 2066
23 -50 1973
24 -50 1957
25 -50 1895
26 -50 1780
27 -50 1817
28 -50 1716
29 -50 1756
30 -50 1694
31 -50 1635
32 -50 1504
33 -50 1481
34 -50 1407
35 -50 1318
36 -50 1262
37 -50 1223
38 -50 1162
39 -50 1098
40 -50 1055
41 -50 1027
42 -50 945
43 -50 935
44 -50 858
45 -50 791
46 -50 738
47 -50 666
48 -50 647
49 -50 576
50 -50 537
-50 -49 138
-49 -49 147
-48 -49 158
-47 -49 181
-46 -49 195
-45 -49 235
-44 -49 247
-43 -49 277
-42 -49 278
-41 -49 320
-40 -49 357
-39 -49 401
-38 -49 433
-37 -49 491
-36 -49 528
-35 -49 564
-34 -49 650
-33 -49 684
-32 -49 744
-31 -49 777
-30 -49 791
-29 -49 905
-28 -49 987
-27 -49 993
-26 -49 1079
-25 -49 1201
-24 -49 1300
-23 -49 1302
-22 -49 1405
-21 -49 1475
-20 -49 1496
-19 -49 1525
-18 -49 1555
-17 -49 1766
-16 -49 1756
-15 -49 1856
-14 -49 1853
-13 -49 1971
-12 -49 2051
-11 -49 2115
-10 -49 2079
-9 -49 2109
-8 -49 2171
-7 -49 2239
-6 -49 2221
-5 -49 2217
-4 -49 2247
-3 -49 2289
-2 -49 2371
-1 -49 2396
0 -49 2300
1 -49 2369
2 -49 2322
3 -49 2414
4 -49 2342
5 -49 2378
6 -49 2443
7 -49 2374
8 -49 2418
9 -49 2452
10 -49 2443
11 -49 2425
12 -49 2486
13 -49 2353
14 -49 2371
15 -49 2353
16 -49 2342
17 -49 2342
18 -49 2285
19 -49 2296
20 -49 2193
21 -49 2191
22 -49 2156
23 -49 2147
24 -49 2167
25 -49 2058
26 -49 1969
27 -49 1913
28 -49 1886
29 -49 1778
30 -49 1742
31 -49 1704
32 -49 1586
33 -49 1584
34 -49 1567
35 -49 1532
36 -49 1420
37 -49 1353
38 -49 1268
39 -49 1199
40 -49 1169
41 -49 1120
42 -49 1000
43 -49 955
44 -49 930
45 -49 825
46 -49 768
47 -49 712
48 -49 689
49 -49 653
50 -49 580
-50 -48 131
-49 -48 137
-48 -48 144
-47 -48 158
-46 -48 186
-45 -48 208
-44 -48 231
-43 -48 297
-42 -48 315
-41 -48 324
-40 -48 379
-39 -48 418
-38 -48 463
-37 -48 524
-36 -48 584
-35 -48 609
-34 -48 689
-33 -48 709
-32 -48 774
-31 -48 844
-30 -48 858
-29 -48 960
-28 -48 1037
-27 -48 1138
-26 -48 1221
-25 -48 1257
-24 -48 1348
