PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 10
-49 -50 10
-48 -50 1
-47 -50 11
-46 -50 11
-45 -50 12
-44 -50 13
-43 -50 16
-42 -50 20
-41 -50 16
-40 -50 20
-39 -50 27
-38 -50 25
-37 -50 27
-36 -50 32
-35 -50 30
-34 -50 34
-33 -50 39
-32 -50 44
-31 -50 50
-30 -50 56
-29 -50 62
-28 -50 63
-27 -50 75
-26 -50 77
-25 -50 97
-24 -50 100
-23 -50 106
-22 -50 113
-21 -50 125
-20 -50 126
-19 -50 128
-18 -50 138
-17 -50 141
-16 -50 159
-15 -50 171
-14 -50 166
-13 -50 174
-12 -50 191
-11 -50 192
-10 -50 208
-9 -50 231
-8 -50 240
-7 -50 247
-6 -50 267
-5 -50 272
-4 -50 273
-3 -50 283
-2 -50 302
-1 -50 306
0 -50 318
1 -50 333
2 -50 327
3 -50 325
4 -50 297
5 -50 316
6 -50 311
7 -50 348
8 -50 358
9 -50 331
10 -50 323
11 -50 338
12 -50 331
13 -50 357
14 -50 341
15 -50 322
16 -50 331
17 -50 327
18 -50 341
19 -50 318
20 -50 325
21 -50 314
22 -50 307
23 -50 313
24 -50 311
25 -50 311
26 -50 292
27 -50 285
28 -50 261
29 -50 256
30 -50 224
31 -50 207
32 -50 211
33 -50 199
34 -50 195
35 -50 195
36 -50 182
37 -50 172
38 -50 159
39 -50 154
40 -50 146
41 -50 135
42 -50 134
43 -50 122
44 -50 113
45 -50 102
46 -50 90
47 -50 90
48 -50 80
49 -50 75
50 -50 73
-50 -49 1
-49 -49 1
-48 -49 1
-47 -49 10
-46 -49 11
-45 -49 11
-44 -49 13
-43 -49 15
-42 -49 16
-41 -49 19
-40 -49 21
-39 -49 22
-38 -49 24
-37 -49 27
-36 -49 33
-35 -49 38
-34 -49 43
-33 -49 47
-32 -49 47
-31 -49 57
-30 -49 62
-29 -49 75
-28 -49 86
-27 -49 85
-26 -49 96
-25 -49 100
-24 -49 107
-23 -49 118
-22 -49 121
-21 -49 138
-20 -49 153
-19 -49 166
-18 -49 168
-17 -49 179
-16 -49 186
-15 -49 211
-14 -49 229
-13 -49 230
-12 -49 247
-11 -49 250
-10 -49 258
-9 -49 267
-8 -49 275
-7 -49 300
-6 -49 322
-5 -49 306
-4 -49 318
-3 -49 328
-2 -49 338
-1 -49 346
0 -49 351
1 -49 340
2 -49 348
3 -49 386
4 -49 379
5 -49 367
6 -49 398
7 -49 392
8 -49 382
9 -49 380
10 -49 374
11 -49 372
12 -49 371
13 -49 350
14 -49 362
15 -49 378
16 -49 362
17 -49 391
18 -49 365
19 -49 359
20 -49 363
21 -49 372
22 -49 355
23 -49 348
24 -49 345
25 -49 324
26 -49 306
27 -49 280
28 -49 275
29 -49 296
30 -49 278
31 -49 276
32 -49 267
33 -49 239
34 -49 239
35 -49 236
36 -49 224
37 -49 207
38 -49 196
39 -49 180
40 -49 180
41 -49 168
42 -49 154
43 -49 138
44 -49 127
45 -49 111
46 -49 103
47 -49 109
48 -49 109
49 -49 99
50 -49 87
-50 -48 10
-49 -48 10
-48 -48 12
-47 -48 13
-46 -48 14
-45 -48 15
-44 -48 17
-43 -48 18
-42 -48 22
-41 -48 25
-40 -48 27
-39 -48 29
-38 -48 30
-37 -48 35
-36 -48 39
-35 -48 45
-34 -48 46
-33 -48 59
-32 -48 60
-31 -48 65
-30 -48 74
-29 -48 87
-28 -48 85
-27 -48 101
-26 -48 111
-25 -48 112
-24 -48 130
-23 -48 130
-22 -48 149
-21 -48 157
-20 -48 174
-19 -48 181
-18 -48 195
-17 -48 200
-16 -48 193
-15 -48 236
-14 -48 244
-13 -48 261
-12 -48 271
-11 -48 280
-10 -48 291
-9 -48 296
-8 -48 316
-7 -48 334
-6 -48 337
-5 -48 341
-4 -48 361
-3 -48 346
-2 -48 357
-1 -48 340
0 -48 354
1 -48 407
2 -48 417
3 -48 405
4 -48 421
5 -48 407
6 -48 417
7 -48 422
8 -48 410
9 -48 418
10 -48 437
11 -48 463
12 -48 502
13 -48 491
14 -48 476
15 -48 452
16 -48 426
17 -48 437
18 -48 392
19 -48 429
20 -48 428
21 -48 421
22 -48 399
23 -48 411
24 -48 386
25 -48 359
26 -48 350
27 -48 359
28 -48 353
29 -48 340
30 -48 318
31 -48 300
32 -48 288
33 -48 283
34 -48 282
35 -48 261
36 -48 247
37 -48 251
38 -48 234
39 -48 227
40 -48 208
41 -48 188
42 -48 195
43 -48 180
44 -48 169
45 -48 157
46 -48 135
47 -48 121
48 -48 112
49 -48 107
50 -48 102
-50 -47 12
-49 -47 12
-48 -47 14
-47 -47 16
-46 -47 14
-45 -47 15
-44 -47 15
-43 -47 16
-42 -47 21
-41 -47 28
-40 -47 36
-39 -47 35
-38 -47 44
-37 -47 43
-36 -47 37
-35 -47 41
-34 -47 44
-33 -47 56
-32 -47 73
-31 -47 85
-30 -47 97
-29 -47 106
-28 -47 92
-27 -47 97
-26 -47 105
-25 -47 118
-24 -47 147
-23 -47 175
-22 -47 187
-21 -47 213
-20 -47 217
-19 -47 207
-18 -47 208
-17 -47 240
-16 -47 249
-15 -47 268
-14 -47 306
-13 -47 374
-12 -47 353
-11 -47 376
-10 -47 376
-9 -47 363
-8 -47 375
-7 -47 383
-6 -47 398
-5 -47 438
-4 -47 444
-3 -47 488
-2 -47 480
-1 -47 480
0 -47 452
1 -47 451
2 -47 491
3 -47 501
4 -47 493
5 -47 494
6 -47 515
7 -47 505
8 -47 525
9 -47 498
10 -47 494
11 -47 491
12 -47 476
13 -47 512
14 -47 514
15 -47 545
16 -47 511
17 -47 532
18 -47 484
19 -47 481
20 -47 481
21 -47 445
22 -47 479
23 -47 487
24 -47 467
25 -47 436
26 -47 451
27 -47 443
28 -47 413
29 -47 418
30 -47 414
31 -47 395
32 -47 359
33 -47 350
34 -47 344
35 -47 337
36 -47 306
37 -47 315
38 -47 280
39 -47 273
40 -47 268
41 -47 235
42 -47 216
43 -47 192
44 -47 176
45 -47 174
46 -47 171
47 -47 161
48 -47 155
49 -47 138
50 -47 125
-50 -46 14
-49 -46 14
-48 -46 16
-47 -46 17
-46 -46 15
-45 -46 19
-44 -46 18
-43 -46 23
-42 -46 29
-41 -46 34
-40 -46 36
-39 -46 41
-38 -46 42
-37 -46 50
-36 -46 55
-35 -46 55
-34 -46 58
-33 -46 63
-32 -46 68
-31 -46 85
-30 -46 100
-29 -46 112
-28 -46 126
-27 -46 137
-26 -46 139
-25 -46 160
-24 -46 178
-23 -46 186
-22 -46 194
-21 -46 216
-20 -46 241
-19 -46 271
-18 -46 288
-17 -46 306
-16 -46 300
-15 -46 332
-14 -46 355
-13 -46 383
-12 -46 383
-11 -46 395
-10 -46 409
-9 -46 415
-8 -46 411
-7 -46 430
-6 -46 443
-5 -46 462
-4 -46 469
-3 -46 529
-2 -46 528
-1 -46 534
0 -46 560
1 -46 476
2 -46 480
3 -46 469
4 -46 467
5 -46 515
6 -46 560
7 -46 574
8 -46 573
9 -46 586
10 -46 576
11 -46 612
12 -46 584
13 -46 551
14 -46 565
15 -46 552
16 -46 565
17 -46 598
18 -46 586
19 -46 583
20 -46 542
21 -46 563
22 -46 544
23 -46 491
24 -46 504
25 -46 474
26 -46 463
27 -46 470
28 -46 454
29 -46 452
30 -46 451
31 -46 403
32 -46 418
33 -46 413
34 -46 422
35 -46 392
36 -46 375
37 -46 349
38 -46 300
39 -46 277
40 -46 275
41 -46 270
42 -46 267
43 -46 245
44 -46 216
45 -46 224
46 -46 192
47 -46 185
48 -46 164
49 -46 131
50 -46 129
-50 -45 13
-49 -45 14
-48 -45 15
-47 -45 17
-46 -45 18
-45 -45 20
-44 -45 20
-43 -45 26
-42 -45 27
-41 -45 33
-40 -45 35
-39 -45 40
-38 -45 48
-37 -45 57
-36 -45 72
-35 -45 80
-34 -45 88
-33 -45 96
-32 -45 101
-31 -45 111
-30 -45 118
-29 -45 128
-28 -45 118
-27 -45 134
-26 -45 137
-25 -45 169
-24 -45 175
-23 -45 206
-22 -45 216
-21 -45 240
-20 -45 244
-19 -45 267
-18 -45 286
-17 -45 296
-16 -45 288
-15 -45 301
-14 -45 345
-13 -45 367
-12 -45 413
-11 -45 432
-10 -45 434
-9 -45 495
-8 -45 483
-7 -45 537
-6 -45 565
-5 -45 574
-4 -45 525
-3 -45 515
-2 -45 517
-1 -45 589
0 -45 574
1 -45 563
2 -45 611
3 -45 614
4 -45 645
5 -45 615
6 -45 632
7 -45 617
8 -45 612
9 -45 609
10 -45 618
11 -45 586
12 -45 596
13 -45 615
14 -45 584
15 -45 599
16 -45 638
17 -45 612
18 -45 624
19 -45 618
20 -45 609
21 -45 571
22 -45 580
23 -45 602
24 -45 563
25 -45 539
26 -45 535
27 -45 550
28 -45 517
29 -45 550
30 -45 518
31 -45 515
32 -45 487
33 -45 388
34 -45 378
35 -45 383
36 -45 367
37 -45 362
38 -45 366
39 -45 327
40 -45 323
41 -45 287
42 -45 285
43 -45 277
44 -45 244
45 -45 214
46 -45 199
47 -45 179
48 -45 176
49 -45 166
50 -45 157
-50 -44 16
-49 -44 16
-48 -44 17
-47 -44 20
-46 -44 21
-45 -44 24
-44 -44 25
-43 -44 30
-42 -44 34
-41 -44 42
-40 -44 47
-39 -44 58
-38 -44 65
-37 -44 68
-36 -44 74
-35 -44 88
-34 -44 97
-33 -44 96
-32 -44 113
-31 -44 107
-30 -44 113
-29 -44 130
-28 -44 153
-27 -44 178
-26 -44 204
-25 -44 225
-24 -44 231
-23 -44 253
-22 -44 268
-21 -44 270
-20 -44 292
