PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 142
-49 -50 134
-48 -50 152
-47 -50 193
-46 -50 213
-45 -50 231
-44 -50 252
-43 -50 323
-42 -50 348
-41 -50 387
-40 -50 473
-39 -50 563
-38 -50 614
-37 -50 602
-36 -50 693
-35 -50 761
-34 -50 813
-33 -50 836
-32 -50 932
-31 -50 1051
-30 -50 1051
-29 -50 1108
-28 -50 1198
-27 -50 1266
-26 -50 1293
-25 -50 1364
-24 -50 1479
-23 -50 1546
-22 -50 1633
-21 -50 1716
-20 -50 1746
-19 -50 1841
-18 -50 1890
-17 -50 1957
-16 -50 2039
-15 -50 2130
-14 -50 2064
-13 -50 2124
-12 -50 2147
-11 -50 2197
-10 -50 2243
-9 -50 2327
-8 -50 2374
-7 -50 2358
-6 -50 2360
-5 -50 2475
-4 -50 2484
-3 -50 2543
-2 -50 2569
-1 -50 2603
0 -50 2580
1 -50 2587
2 -50 2534
3 -50 2587
4 -50 2539
5 -50 2585
6 -50 2518
7 -50 2548
8 -50 2601
9 -50 2489
10 -50 2452
11 -50 2443
12 -50 2518
13 -50 2407
14 -50 2436
15 -50 2371
16 -50 2345
17 -50 2369
18 -50 2267
19 -50 2296
20 -50 2256
21 -50 2305
22 -50 2199
23 -50 2145
24 -50 2092
25 -50 1973
26 -50 1969
27 -50 1946
28 -50 1864
29 -50 1841
30 -50 1766
31 -50 1647
32 -50 1588
33 -50 1563
34 -50 1432
35 -50 1417
36 -50 1383
37 -50 1346
38 -50 1255
39 -50 1189
40 -50 1117
41 -50 1079
42 -50 1009
43 -50 927
44 -50 860
45 -50 779
46 -50 698
47 -50 656
48 -50 641
49 -50 571
50 -50 537
-50 -49 152
-49 -49 153
-48 -49 165
-47 -49 210
-46 -49 207
-45 -49 220
-44 -49 275
-43 -49 382
-42 -49 370
-41 -49 363
-40 -49 392
-39 -49 479
-38 -49 518
-37 -49 603
-36 -49 665
-35 -49 695
-34 -49 710
-33 -49 723
-32 -49 730
-31 -49 858
-30 -49 950
-29 -49 1063
-28 -49 1115
-27 -49 1134
-26 -49 1122
-25 -49 1226
-24 -49 1372
-23 -49 1450
-22 -49 1530
-21 -49 1579
-20 -49 1635
-19 -49 1621
-18 -49 1718
-17 -49 1872
-16 -49 1858
-15 -49 2003
-14 -49 2045
-13 -49 2117
-12 -49 2100
-11 -49 2215
-10 -49 2347
-9 -49 2378
-8 -49 2461
-7 -49 2378
-6 -49 2509
-5 -49 2502
-4 -49 2596
-3 -49 2564
-2 -49 2566
-1 -49 2608
0 -49 2560
1 -49 2599
2 -49 2629
3 -49 2631
4 -49 2657
5 -49 2624
6 -49 2697
7 -49 2685
8 -49 2671
9 -49 2690
10 -49 2692
11 -49 2576
12 -49 2530
13 -49 2550
14 -49 2564
15 -49 2539
16 -49 2537
17 -49 2468
18 -49 2466
19 -49 2450
20 -49 2418
21 -49 2369
22 -49 2360
23 -49 2254
24 -49 2285
25 -49 2202
26 -49 2137
27 -49 2056
28 -49 2022
29 -49 1978
30 -49 1833
31 -49 1794
32 -49 1748
33 -49 1760
34 -49 1619
35 -49 1573
36 -49 1544
37 -49 1467
38 -49 1417
39 -49 1370
40 -49 1273
41 -49 1162
42 -49 1079
43 -49 1014
44 -49 985
45 -49 912
46 -49 849
47 -49 823
48 -49 769
49 -49 718
50 -49 684
-50 -48 160
-49 -48 182
-48 -48 212
-47 -48 244
-46 -48 271
-45 -48 302
-44 -48 345
-43 -48 350
-42 -48 407
-41 -48 406
-40 -48 465
-39 -48 531
-38 -48 635
-37 -48 678
-36 -48 715
-35 -48 801
-34 -48 912
-33 -48 967
-32 -48 1075
-31 -48 1138
-30 -48 1233
-29 -48 1223
-28 -48 1372
-27 -48 1413
-26 -48 1525
-25 -48 1600
-24 -48 1637
-23 -48 1696
-22 -48 1736
-21 -48 1845
-20 -48 1953
-19 -48 2024
-18 -48 2115
-17 -48 2081
-16 -48 2098
-15 -48 2150
-14 -48 2254
-13 -48 2316
-12 -48 2356
-11 -48 2439
-10 -48 2509
-9 -48 2594
-8 -48 2638
-7 -48 2713
-6 -48 2756
-5 -48 2732
-4 -48 2687
-3 -48 2744
-2 -48 2753
-1 -48 2725
0 -48 2779
1 -48 2829
2 -48 2787
3 -48 2825
4 -48 2858
5 -48 2758
6 -48 2892
7 -48 2846
8 -48 2827
9 -48 2801
10 -48 2711
11 -48 2765
12 -48 2723
13 -48 2666
14 -48 2615
15 -48 2638
16 -48 2587
17 -48 2583
18 -48 2615
19 -48 2541
20 -48 2555
