PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 128
-49 -50 141
-48 -50 142
-47 -50 157
-46 -50 195
-45 -50 234
-44 -50 244
-43 -50 305
-42 -50 357
-41 -50 366
-40 -50 375
-39 -50 422
-38 -50 537
-37 -50 550
-36 -50 593
-35 -50 678
-34 -50 729
-33 -50 794
-32 -50 866
-31 -50 982
-30 -50 999
-29 -50 1157
-28 -50 1191
-27 -50 1242
-26 -50 1300
-25 -50 1339
-24 -50 1355
-23 -50 1439
-22 -50 1445
-21 -50 1544
-20 -50 1649
-19 -50 1655
-18 -50 1736
-17 -50 1772
-16 -50 1827
-15 -50 1917
-14 -50 2022
-13 -50 2022
-12 -50 2075
-11 -50 2206
-10 -50 2256
-9 -50 2219
-8 -50 2219
-7 -50 2254
-6 -50 2265
-5 -50 2450
-4 -50 2376
-3 -50 2394
-2 -50 2403
-1 -50 2414
0 -50 2340
1 -50 2391
2 -50 2391
3 -50 2443
4 -50 2389
5 -50 2400
6 -50 2400
7 -50 2443
8 -50 2356
9 -50 2441
10 -50 2412
11 -50 2382
12 -50 2475
13 -50 2461
14 -50 2468
15 -50 2309
16 -50 2313
17 -50 2294
18 -50 2184
19 -50 2173
20 -50 2139
21 -50 2041
22 -50 2022
23 -50 1988
24 -50 1969
25 -50 1874
26 -50 1864
27 -50 1758
28 -50 1690
29 -50 1736
30 -50 1682
31 -50 1647
32 -50 1600
33 -50 1581
34 -50 1475
35 -50 1390
36 -50 1280
37 -50 1259
38 -50 1282
39 -50 1208
40 -50 1152
41 -50 1063
42 -50 927
43 -50 884
44 -50 805
45 -50 841
46 -50 723
47 -50 680
48 -50 642
49 -50 592
50 -50 554
-50 -49 117
-49 -49 146
-48 -49 173
-47 -49 199
-46 -49 211
-45 -49 237
-44 -49 256
-43 -49 300
-42 -49 349
-41 -49 378
-40 -49 413
-39 -49 454
-38 -49 511
-37 -49 545
-36 -49 598
-35 -49 630
-34 -49 735
-33 -49 757
-32 -49 881
-31 -49 995
-30 -49 1056
-29 -49 1049
-28 -49 1034
-27 -49 1185
-26 -49 1306
-25 -49 1390
-24 -49 1458
-23 -49 1513
-22 -49 1586
-21 -49 1702
-20 -49 1688
-19 -49 1776
-18 -49 1884
-17 -49 1913
-16 -49 2007
-15 -49 1994
-14 -49 1959
-13 -49 2092
-12 -49 2047
-11 -49 2191
-10 -49 2285
-9 -49 2382
-8 -49 2374
-7 -49 2443
-6 -49 2436
-5 -49 2527
-4 -49 2491
-3 -49 2416
-2 -49 2489
-1 -49 2608
0 -49 2464
1 -49 2525
2 -49 2495
3 -49 2532
4 -49 2455
5 -49 2541
