PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 113
-49 -50 118
-48 -50 142
-47 -50 157
-46 -50 169
-45 -50 183
-44 -50 199
-43 -50 246
-42 -50 280
-41 -50 299
-40 -50 346
-39 -50 388
-38 -50 402
-37 -50 467
-36 -50 508
-35 -50 598
-34 -50 648
-33 -50 686
-32 -50 701
-31 -50 810
-30 -50 870
-29 -50 910
-28 -50 942
-27 -50 1007
-26 -50 1085
-25 -50 1182
-24 -50 1215
-23 -50 1342
-22 -50 1329
-21 -50 1483
-20 -50 1447
-19 -50 1502
-18 -50 1581
-17 -50 1639
-16 -50 1686
-15 -50 1829
-14 -50 1862
-13 -50 1860
-12 -50 1917
-11 -50 2005
-10 -50 1996
-9 -50 2120
-8 -50 2120
-7 -50 2195
-6 -50 2208
-5 -50 2208
-4 -50 2228
-3 -50 2250
-2 -50 2269
-1 -50 2287
0 -50 2325
1 -50 2407
2 -50 2382
3 -50 2318
4 -50 2351
5 -50 2327
6 -50 2307
7 -50 2349
8 -50 2380
9 -50 2349
10 -50 2398
11 -50 2414
12 -50 2309
13 -50 2285
14 -50 2267
15 -50 2197
16 -50 2178
17 -50 2143
18 -50 2045
19 -50 2090
20 -50 2022
21 -50 2022
22 -50 2028
23 -50 1921
24 -50 1936
25 -50 1803
26 -50 1807
27 -50 1716
28 -50 1635
29 -50 1621
30 -50 1606
31 -50 1546
32 -50 1496
33 -50 1398
34 -50 1370
35 -50 1304
36 -50 1219
37 -50 1162
38 -50 1106
39 -50 1036
40 -50 1029
41 -50 933
42 -50 889
43 -50 817
44 -50 744
45 -50 754
46 -50 671
47 -50 642
48 -50 573
49 -50 534
50 -50 493
-50 -49 126
-49 -49 135
-48 -49 143
-47 -49 179
-46 -49 200
-45 -49 222
-44 -49 250
-43 -49 276
-42 -49 315
-41 -49 358
-40 -49 378
-39 -49 428
-38 -49 481
-37 -49 507
-36 -49 538
-35 -49 624
-34 -49 706
-33 -49 758
-32 -49 836
-31 -49 857
-30 -49 925
-29 -49 992
-28 -49 1027
-27 -49 1065
-26 -49 1173
-25 -49 1273
-24 -49 1282
-23 -49 1317
-22 -49 1376
-21 -49 1528
-20 -49 1544
-19 -49 1635
-18 -49 1728
-17 -49 1768
-16 -49 1817
-15 -49 1872
-14 -49 1938
-13 -49 1990
-12 -49 2111
-11 -49 2100
-10 -49 2219
-9 -49 2287
-8 -49 2285
-7 -49 2267
-6 -49 2320
-5 -49 2247
-4 -49 2269
-3 -49 2351
-2 -49 2378
-1 -49 2358
0 -49 2351
1 -49 2316
2 -49 2382
3 -49 2441
4 -49 2403
5 -49 2398
6 -49 2400
7 -49 2385
8 -49 2425
9 -49 2412
10 -49 2353
11 -49 2371
12 -49 2345
13 -49 2278
14 -49 2267
15 -49 2296
16 -49 2283
17 -49 2219
18 -49 2165
19 -49 2126
20 -49 2126
21 -49 2081
22 -49 2066
23 -49 1980
24 -49 1978
25 -49 1976
26 -49 1901
27 -49 1843
28 -49 1829
29 -49 1750
30 -49 1690
31 -49 1623
32 -49 1540
33 -49 1530
34 -49 1428
35 -49 1405
36 -49 1364
37 -49 1337
38 -49 1182
39 -49 1160
40 -49 1061
41 -49 1017
42 -49 943
43 -49 897
44 -49 862
45 -49 791
46 -49 749
47 -49 657
48 -49 617
49 -49 620
50 -49 565
-50 -48 138
-49 -48 149
-48 -48 152
-47 -48 165
-46 -48 179
-45 -48 200
-44 -48 230
-43 -48 262
-42 -48 302
-41 -48 361
-40 -48 414
-39 -48 458
-38 -48 495
-37 -48 567
-36 -48 608
-35 -48 668
-34 -48 754
-33 -48 823
-32 -48 847
-31 -48 868
-30 -48 930
-29 -48 1044
-28 -48 1072
-27 -48 1155
-26 -48 1232
-25 -48 1364
-24 -48 1422
-23 -48 1536
-22 -48 1528
-21 -48 1608
-20 -48 1728
-19 -48 1807
-18 -48 1774
-17 -48 1856
-16 -48 1913
-15 -48 1973
-14 -48 2066
-13 -48 2113
-12 -48 2165
-11 -48 2287
-10 -48 2294
-9 -48 2349
-8 -48 2320
-7 -48 2434
-6 -48 2382
-5 -48 2511
-4 -48 2534
-3 -48 2571
-2 -48 2475
-1 -48 2617
0 -48 2603
1 -48 2576
2 -48 2634
3 -48 2615
4 -48 2610
5 -48 2587
6 -48 2617
7 -48 2580
8 -48 2594
9 -48 2583
10 -48 2553
11 -48 2541
12 -48 2412
13 -48 2477
14 -48 2362
15 -48 2318
16 -48 2338
17 -48 2243
18 -48 2193
19 -48 2173
20 -48 2221
21 -48 2169
22 -48 2132
23 -48 2113
24 -48 2047
25 -48 2056
26 -48 1969
27 -48 1971
28 -48 1953
29 -48 1961
30 -48 1849
31 -48 1829
32 -48 1780
33 -48 1645
34 -48 1616
35 -48 1511
36 -48 1409
37 -48 1300
38 -48 1239
39 -48 1182
40 -48 1164
41 -48 1113
42 -48 1058
43 -48 977
44 -48 912
45 -48 815
46 -48 741
47 -48 701
48 -48 636
49 -48 600
50 -48 551
-50 -47 171
-49 -47 171
-48 -47 200
-47 -47 237
-46 -47 247
-45 -47 285
-44 -47 320
-43 -47 331
-42 -47 390
-41 -47 421
-40 -47 458
-39 -47 483
-38 -47 548
-37 -47 620
-36 -47 668
-35 -47 727
-34 -47 754
-33 -47 862
-32 -47 937
-31 -47 978
-30 -47 1029
-29 -47 1068
-28 -47 1132
-27 -47 1259
-26 -47 1339
-25 -47 1443
-24 -47 1519
-23 -47 1602
-22 -47 1639
-21 -47 1748
-20 -47 1835
-19 -47 1892
-18 -47 2009
-17 -47 2178
-16 -47 2079
-15 -47 2261
-14 -47 2294
-13 -47 2320
-12 -47 2360
-11 -47 2546
-10 -47 2564
-9 -47 2708
-8 -47 2741
-7 -47 2760
-6 -47 2704
-5 -47 2739
-4 -47 2782
-3 -47 2753
-2 -47 2815
-1 -47 2813
0 -47 2851
1 -47 2741
2 -47 2887
3 -47 2931
4 -47 2880
5 -47 2928
6 -47 2928
7 -47 2890
8 -47 2856
9 -47 2865
10 -47 2868
11 -47 2829
12 -47 2861
13 -47 2751
14 -47 2723
15 -47 2760
16 -47 2692
17 -47 2664
18 -47 2603
19 -47 2566
20 -47 2613
21 -47 2484
22 -47 2445
23 -47 2369
24 -47 2305
25 -47 2291
26 -47 2243
27 -47 2145
28 -47 2102
29 -47 2090
30 -47 1919
31 -47 1858
32 -47 1847
33 -47 1790
34 -47 1692
35 -47 1612
36 -47 1517
37 -47 1485
38 -47 1430
39 -47 1379
40 -47 1266
41 -47 1277
42 -47 1210
43 -47 1205
44 -47 1029
45 -47 978
46 -47 925
47 -47 907
48 -47 825
49 -47 741
50 -47 700
-50 -46 179
-49 -46 194
-48 -46 218
-47 -46 246
-46 -46 286
-45 -46 355
-44 -46 387
-43 -46 428
-42 -46 451
-41 -46 531
-40 -46 554
-39 -46 624
-38 -46 690
-37 -46 757
-36 -46 853
-35 -46 938
-34 -46 965
-33 -46 1017
-32 -46 1138
-31 -46 1168
-30 -46 1237
-29 -46 1350
-28 -46 1433
-27 -46 1523
-26 -46 1616
-25 -46 1676
-24 -46 1762
-23 -46 1862
-22 -46 1892
-21 -46 2011
-20 -46 2098
-19 -46 2204
-18 -46 2265
-17 -46 2360
-16 -46 2371
-15 -46 2450
-14 -46 2457
-13 -46 2475
-12 -46 2546
-11 -46 2666
-10 -46 2767
-9 -46 2744
-8 -46 2827
-7 -46 2723
-6 -46 2875
-5 -46 2810
-4 -46 2887
-3 -46 3006
-2 -46 3029
-1 -46 3048
0 -46 3009
1 -46 3098
2 -46 2994
3 -46 3053
4 -46 2967
5 -46 2975
6 -46 3002
7 -46 3110
8 -46 3004
9 -46 3043
10 -46 2989
11 -46 2948
12 -46 2909
13 -46 2839
14 -46 2851
15 -46 2772
16 -46 2851
17 -46 2760
18 -46 2711
19 -46 2725
20 -46 2706
21 -46 2599
22 -46 2573
23 -46 2500
24 -46 2473
25 -46 2436
26 -46 2378
27 -46 2318
28 -46 2331
29 -46 2208
30 -46 2096
31 -46 2090
32 -46 2017
33 -46 1926
34 -46 1866
35 -46 1764
36 -46 1702
37 -46 1641
38 -46 1606
39 -46 1532
40 -46 1475
41 -46 1398
42 -46 1248
43 -46 1223
44 -46 1134
45 -46 1044
46 -46 942
47 -46 901
48 -46 818
49 -46 794
50 -46 687
-50 -45 182
-49 -45 200
-48 -45 219
-47 -45 245
-46 -45 291
-45 -45 311
-44 -45 365
-43 -45 415
-42 -45 465
-41 -45 511
-40 -45 596
-39 -45 645
-38 -45 730
-37 -45 766
-36 -45 844
-35 -45 970
-34 -45 970
-33 -45 1129
-32 -45 1191
-31 -45 1337
-30 -45 1471
-29 -45 1633
-28 -45 1649
-27 -45 1752
-26 -45 1847
-25 -45 1888
-24 -45 1986
-23 -45 2034
-22 -45 2096
-21 -45 2195
-20 -45 2274
-19 -45 2391
-18 -45 2434
-17 -45 2439
-16 -45 2521
-15 -45 2645
-14 -45 2687
-13 -45 2685
-12 -45 2753
-11 -45 2880
-10 -45 2936
-9 -45 2837
-8 -45 2907
-7 -45 3150
-6 -45 3105
-5 -45 3198
-4 -45 3155
-3 -45 3188
-2 -45 3201
-1 -45 3231
0 -45 3143
1 -45 3208
2 -45 3223
3 -45 3266
4 -45 3221
5 -45 3178
6 -45 3254
7 -45 3261
8 -45 3208
9 -45 3168
10 -45 3218
11 -45 3221
12 -45 3206
13 -45 3120
14 -45 3125
15 -45 3103
16 -45 3034
17 -45 3031
18 -45 2928
19 -45 2829
20 -45 2834
21 -45 2803
22 -45 2739
23 -45 2666
24 -45 2770
25 -45 2624
26 -45 2596
27 -45 2560
28 -45 2452
29 -45 2331
30 -45 2256
31 -45 2143
32 -45 2105
33 -45 2047
34 -45 1903
35 -45 1880
36 -45 1807
37 -45 1649
38 -45 1641
39 -45 1553
40 -45 1521
41 -45 1443
42 -45 1352
43 -45 1304
44 -45 1182
45 -45 1106
46 -45 1027
47 -45 967
48 -45 901
49 -45 884
50 -45 821
-50 -44 244
-49 -44 258
-48 -44 300
-47 -44 337
-46 -44 384
-45 -44 447
-44 -44 504
-43 -44 532
-42 -44 618
-41 -44 672
-40 -44 740
-39 -44 810
-38 -44 862
-37 -44 919
-36 -44 1009
-35 -44 1091
-34 -44 1173
-33 -44 1251
-32 -44 1377
-31 -44 1456
-30 -44 1606
-29 -44 1631
-28 -44 1710
-27 -44 1718
-26 -44 1746
-25 -44 1886
-24 -44 1948
-23 -44 1990
-22 -44 2167
-21 -44 2135
-20 -44 2228
-19 -44 2263
-18 -44 2331
-17 -44 2495
-16 -44 2627
-15 -44 2573
-14 -44 2739
-13 -44 2827
-12 -44 2851
-11 -44 2931
-10 -44 2958
-9 -44 3163
-8 -44 3100
-7 -44 3110
-6 -44 3254
-5 -44 3382
-4 -44 3269
-3 -44 3305
-2 -44 3328
-1 -44 3384
0 -44 3333
1 -44 3302
2 -44 3315
3 -44 3325
4 -44 3287
5 -44 3264
6 -44 3223
7 -44 3300
8 -44 3279
9 -44 3259
10 -44 3256
11 -44 3335
12 -44 3279
13 -44 3312
14 -44 3201
15 -44 3158
16 -44 3138
17 -44 3024
18 -44 2948
19 -44 3006
20 -44 2972
21 -44 2878
22 -44 2851
23 -44 2856
24 -44 2749
25 -44 2699
26 -44 2636
27 -44 2596
28 -44 2564
29 -44 2468
30 -44 2452
31 -44 2325
32 -44 2362
33 -44 2318
34 -44 2128
35 -44 2169
36 -44 2062
37 -44 1905
38 -44 1860
39 -44 1750
40 -44 1645
41 -44 1627
42 -44 1530
43 -44 1396
44 -44 1269
45 -44 1246
46 -44 1210
47 -44 1113
48 -44 1036
49 -44 952
50 -44 870
-50 -43 244
-49 -43 258
-48 -43 295
-47 -43 383
-46 -43 387
-45 -43 433
-44 -43 459
-43 -43 550
-42 -43 573
-41 -43 678
-40 -43 723
-39 -43 815
-38 -43 901
-37 -43 938
-36 -43 1031
-35 -43 1203
-34 -43 1275
-33 -43 1377
-32 -43 1447
-31 -43 1492
-30 -43 1647
-29 -43 1678
-28 -43 1736
-27 -43 1870
-26 -43 1878
-25 -43 2094
-24 -43 2105
-23 -43 2221
-22 -43 2347
-21 -43 2416
-20 -43 2434
-19 -43 2541
-18 -43 2606
-17 -43 2737
-16 -43 2718
-15 -43 2880
-14 -43 2892
-13 -43 3014
-12 -43 2958
-11 -43 2955
-10 -43 3021
-9 -43 3090
-8 -43 3188
-7 -43 3153
-6 -43 3261
-5 -43 3271
-4 -43 3325
-3 -43 3305
-2 -43 3423
-1 -43 3364
0 -43 3428
1 -43 3413
2 -43 3431
3 -43 3481
4 -43 3502
5 -43 3467
6 -43 3570
7 -43 3602
8 -43 3528
9 -43 3631
10 -43 3467
11 -43 3452
12 -43 3312
13 -43 3323
14 -43 3413
15 -43 3371
16 -43 3359
17 -43 3292
18 -43 3226
19 -43 3208
20 -43 3145
21 -43 3061
22 -43 2950
23 -43 2916
24 -43 2882
25 -43 2832
26 -43 2770
27 -43 2765
28 -43 2734
29 -43 2620
30 -43 2500
31 -43 2391
32 -43 2309
33 -43 2241
34 -43 2145
35 -43 2068
36 -43 2017
37 -43 1928
38 -43 1843
39 -43 1768
40 -43 1714
41 -43 1645
42 -43 1575
43 -43 1471
44 -43 1422
45 -43 1346
46 -43 1232
47 -43 1152
48 -43 1067
49 -43 950
50 -43 894
-50 -42 261
-49 -42 282
-48 -42 342
-47 -42 380
-46 -42 376
-45 -42 438
-44 -42 481
-43 -42 521
-42 -42 593
-41 -42 666
-40 -42 721
-39 -42 809
-38 -42 930
-37 -42 962
-36 -42 1127
-35 -42 1232
-34 -42 1318
-33 -42 1357
-32 -42 1454
-31 -42 1571
-30 -42 1627
-29 -42 1774
-28 -42 1868
-27 -42 1971
-26 -42 2003
-25 -42 2107
-24 -42 2169
-23 -42 2345
-22 -42 2309
-21 -42 2425
-20 -42 2468
-19 -42 2601
-18 -42 2720
-17 -42 2737
-16 -42 2849
-15 -42 2967
-14 -42 2992
-13 -42 3078
-12 -42 3078
-11 -42 3231
-10 -42 3300
-9 -42 3282
-8 -42 3348
-7 -42 3408
-6 -42 3475
-5 -42 3467
-4 -42 3515
-3 -42 3515
-2 -42 3434
-1 -42 3467
0 -42 3486
1 -42 3549
2 -42 3607
3 -42 3669
4 -42 3605
5 -42 3674
6 -42 3682
7 -42 3631
8 -42 3607
9 -42 3552
10 -42 3591
11 -42 3525
12 -42 3618
13 -42 3559
14 -42 3428
15 -42 3400
16 -42 3310
17 -42 3307
18 -42 3335
19 -42 3241
20 -42 3244
21 -42 3120
22 -42 3073
23 -42 3016
24 -42 3038
