PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 133
-49 -50 167
-48 -50 180
-47 -50 224
-46 -50 266
-45 -50 258
-44 -50 290
-43 -50 332
-42 -50 398
-41 -50 414
-40 -50 445
-39 -50 504
-38 -50 596
-37 -50 638
-36 -50 671
-35 -50 729
-34 -50 874
-33 -50 871
-32 -50 1002
-31 -50 1065
-30 -50 1139
-29 -50 1205
-28 -50 1300
-27 -50 1363
-26 -50 1460
-25 -50 1483
-24 -50 1525
-23 -50 1631
-22 -50 1696
-21 -50 1803
-20 -50 1892
-19 -50 1967
-18 -50 2020
-17 -50 2105
-16 -50 2212
-15 -50 2212
-14 -50 2236
-13 -50 2360
-12 -50 2296
-11 -50 2387
-10 -50 2502
-9 -50 2537
-8 -50 2543
-7 -50 2576
-6 -50 2645
-5 -50 2718
-4 -50 2839
-3 -50 2753
-2 -50 2687
-1 -50 2801
0 -50 2756
1 -50 2749
2 -50 2782
3 -50 2751
4 -50 2699
5 -50 2744
6 -50 2834
7 -50 2744
8 -50 2713
9 -50 2798
10 -50 2671
11 -50 2648
12 -50 2631
13 -50 2652
14 -50 2555
15 -50 2532
16 -50 2470
17 -50 2537
18 -50 2452
19 -50 2534
20 -50 2409
21 -50 2325
22 -50 2329
23 -50 2272
24 -50 2241
25 -50 2265
26 -50 2195
27 -50 2096
28 -50 2030
29 -50 1965
30 -50 1845
31 -50 1821
32 -50 1776
33 -50 1678
34 -50 1631
35 -50 1548
36 -50 1525
37 -50 1376
38 -50 1342
39 -50 1266
40 -50 1192
41 -50 1155
42 -50 1051
43 -50 963
44 -50 874
45 -50 821
46 -50 802
47 -50 749
48 -50 683
49 -50 599
50 -50 558
-50 -49 167
-49 -49 182
-48 -49 218
-47 -49 249
-46 -49 301
-45 -49 311
-44 -49 378
-43 -49 429
-42 -49 486
-41 -49 539
-40 -49 571
-39 -49 675
-38 -49 736
-37 -49 752
-36 -49 850
-35 -49 920
-34 -49 988
-33 -49 1024
-32 -49 1125
-31 -49 1315
-30 -49 1368
-29 -49 1402
-28 -49 1447
-27 -49 1559
-26 -49 1669
-25 -49 1768
-24 -49 1835
-23 -49 1963
-22 -49 1967
-21 -49 2098
-20 -49 2156
-19 -49 2226
-18 -49 2283
-17 -49 2430
-16 -49 2405
-15 -49 2484
-14 -49 2631
-13 -49 2643
-12 -49 2669
-11 -49 2629
-10 -49 2669
-9 -49 2751
-8 -49 2789
-7 -49 2801
-6 -49 2858
-5 -49 2818
-4 -49 2870
-3 -49 2904
-2 -49 2909
-1 -49 2890
0 -49 2997
1 -49 2945
2 -49 2975
3 -49 2955
4 -49 2926
5 -49 2977
6 -49 2940
7 -49 2936
8 -49 2904
9 -49 2813
10 -49 2822
11 -49 2798
12 -49 2853
13 -49 2794
14 -49 2725
15 -49 2723
16 -49 2669
17 -49 2636
18 -49 2617
19 -49 2573
20 -49 2541
21 -49 2479
22 -49 2507
23 -49 2509
24 -49 2436
25 -49 2327
26 -49 2193
27 -49 2234
28 -49 2329
29 -49 2223
30 -49 2150
31 -49 2028
32 -49 1969
33 -49 1934
34 -49 1817
35 -49 1704
36 -49 1617
37 -49 1496
38 -49 1460
39 -49 1413
40 -49 1372
41 -49 1322
42 -49 1214
43 -49 1148
44 -49 1015
45 -49 992
46 -49 904
47 -49 852
48 -49 821
49 -49 763
50 -49 674
-50 -48 167
-49 -48 198
-48 -48 211
-47 -48 258
-46 -48 299
-45 -48 313
-44 -48 363
-43 -48 395
-42 -48 461
-41 -48 491
-40 -48 558
-39 -48 642
-38 -48 674
-37 -48 721
-36 -48 815
-35 -48 912
-34 -48 1017
-33 -48 1048
-32 -48 1148
-31 -48 1239
-30 -48 1317
-29 -48 1428
-28 -48 1456
-27 -48 1525
-26 -48 1635
-25 -48 1698
-24 -48 1742
-23 -48 1917
-22 -48 1957
-21 -48 2001
-20 -48 2098
-19 -48 2261
-18 -48 2265
-17 -48 2309
-16 -48 2414
-15 -48 2450
-14 -48 2407
-13 -48 2548
-12 -48 2666
-11 -48 2718
-10 -48 2701
-9 -48 2806
-8 -48 2806
-7 -48 2813
-6 -48 2899
-5 -48 3002
-4 -48 2984
-3 -48 3090
-2 -48 3120
-1 -48 3160
0 -48 3024
1 -48 2940
2 -48 2987
3 -48 2982
4 -48 2955
5 -48 3021
6 -48 3002
7 -48 3034
8 -48 2926
9 -48 2965
10 -48 2970
11 -48 2909
12 -48 2885
13 -48 2902
14 -48 2887
15 -48 2818
16 -48 2775
17 -48 2746
18 -48 2784
19 -48 2725
20 -48 2617
21 -48 2583
22 -48 2484
23 -48 2482
24 -48 2430
25 -48 2421
26 -48 2362
27 -48 2305
28 -48 2289
29 -48 2176
30 -48 2070
31 -48 2009
32 -48 1973
33 -48 1917
34 -48 1821
35 -48 1792
36 -48 1669
37 -48 1657
38 -48 1490
39 -48 1405
40 -48 1454
41 -48 1324
42 -48 1180
43 -48 1117
44 -48 1087
45 -48 1000
46 -48 897
47 -48 870
48 -48 785
49 -48 754
50 -48 665
-50 -47 220
-49 -47 234
-48 -47 267
-47 -47 334
-46 -47 376
-45 -47 421
-44 -47 470
-43 -47 518
-42 -47 576
-41 -47 586
-40 -47 648
-39 -47 736
-38 -47 777
-37 -47 894
-36 -47 977
-35 -47 978
-34 -47 985
-33 -47 982
-32 -47 1065
-31 -47 1194
-30 -47 1269
-29 -47 1333
-28 -47 1456
-27 -47 1559
-26 -47 1582
-25 -47 1655
-24 -47 1911
-23 -47 2022
-22 -47 2184
-21 -47 2226
-20 -47 2247
-19 -47 2313
-18 -47 2477
-17 -47 2634
-16 -47 2767
-15 -47 2887
-14 -47 2943
-13 -47 3019
-12 -47 3019
-11 -47 3128
-10 -47 3093
-9 -47 3098
-8 -47 3338
-7 -47 3447
-6 -47 3475
-5 -47 3395
-4 -47 3384
-3 -47 3361
-2 -47 3338
-1 -47 3418
0 -47 3631
1 -47 3359
2 -47 3269
3 -47 3110
4 -47 3143
