PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 112
-49 -50 124
-48 -50 130
-47 -50 161
-46 -50 181
-45 -50 185
-44 -50 200
-43 -50 260
-42 -50 282
-41 -50 340
-40 -50 366
-39 -50 437
-38 -50 459
-37 -50 498
-36 -50 560
-35 -50 606
-34 -50 632
-33 -50 727
-32 -50 744
-31 -50 783
-30 -50 823
-29 -50 870
-28 -50 937
-27 -50 1026
-26 -50 1073
-25 -50 1224
-24 -50 1251
-23 -50 1228
-22 -50 1335
-21 -50 1449
-20 -50 1467
-19 -50 1466
-18 -50 1473
-17 -50 1475
-16 -50 1686
-15 -50 1718
-14 -50 1813
-13 -50 1882
-12 -50 1892
-11 -50 1878
-10 -50 2003
-9 -50 2058
-8 -50 2167
-7 -50 2107
-6 -50 2098
-5 -50 2143
-4 -50 2111
-3 -50 2113
-2 -50 2100
-1 -50 2193
0 -50 2137
1 -50 2173
2 -50 2340
3 -50 2296
4 -50 2320
5 -50 2294
6 -50 2285
7 -50 2265
8 -50 2228
9 -50 2258
10 -50 2325
11 -50 2302
12 -50 2258
13 -50 2331
14 -50 2278
15 -50 2250
16 -50 2197
17 -50 2122
18 -50 2111
19 -50 2049
20 -50 2051
21 -50 2005
22 -50 1990
23 -50 1950
24 -50 1938
25 -50 1778
26 -50 1792
27 -50 1710
28 -50 1736
29 -50 1659
30 -50 1594
31 -50 1579
32 -50 1519
33 -50 1485
34 -50 1374
35 -50 1363
36 -50 1300
37 -50 1269
38 -50 1150
39 -50 1159
40 -50 1092
41 -50 1014
42 -50 952
43 -50 896
44 -50 837
45 -50 807
46 -50 730
47 -50 703
48 -50 666
49 -50 574
50 -50 518
-50 -49 128
-49 -49 137
-48 -49 154
-47 -49 181
-46 -49 193
-45 -49 219
-44 -49 277
-43 -49 306
-42 -49 322
-41 -49 365
-40 -49 426
-39 -49 466
-38 -49 525
-37 -49 527
-36 -49 581
-35 -49 689
-34 -49 744
-33 -49 791
-32 -49 868
-31 -49 940
-30 -49 973
-29 -49 1004
-28 -49 1098
-27 -49 1221
-26 -49 1248
-25 -49 1402
-24 -49 1418
-23 -49 1471
-22 -49 1594
-21 -49 1614
-20 -49 1716
-19 -49 1714
-18 -49 1774
-17 -49 1837
-16 -49 1853
-15 -49 1982
-14 -49 2001
-13 -49 2079
-12 -49 2115
-11 -49 2124
-10 -49 2109
-9 -49 2210
-8 -49 2208
-7 -49 2221
-6 -49 2189
-5 -49 2307
-4 -49 2362
-3 -49 2394
-2 -49 2371
-1 -49 2374
0 -49 2389
1 -49 2378
2 -49 2466
3 -49 2423
4 -49 2500
5 -49 2521
6 -49 2539
7 -49 2423
8 -49 2502
9 -49 2369
10 -49 2493
11 -49 2459
12 -49 2338
13 -49 2376
14 -49 2347
15 -49 2280
16 -49 2186
17 -49 2245
18 -49 2305
19 -49 2199
20 -49 2184
21 -49 2145
22 -49 2070
23 -49 1961
24 -49 2013
25 -49 2043
26 -49 1971
27 -49 1858
28 -49 1880
29 -49 1801
30 -49 1738
31 -49 1621
32 -49 1571
33 -49 1525
34 -49 1481
35 -49 1377
36 -49 1348
37 -49 1320
38 -49 1212
39 -49 1171
40 -49 1103
41 -49 1031
42 -49 1004
43 -49 930
44 -49 870
45 -49 826
46 -49 788
47 -49 752
48 -49 723
49 -49 648
50 -49 577
-50 -48 130
-49 -48 146
-48 -48 162
-47 -48 206
-46 -48 236
-45 -48 257
-44 -48 297
-43 -48 348
-42 -48 369
-41 -48 406
-40 -48 473
-39 -48 502
-38 -48 504
-37 -48 568
-36 -48 630
-35 -48 716
-34 -48 752
-33 -48 818
-32 -48 834
-31 -48 925
-30 -48 997
-29 -48 1110
-28 -48 1129
-27 -48 1219
-26 -48 1271
-25 -48 1313
-24 -48 1387
-23 -48 1546
-22 -48 1586
-21 -48 1657
-20 -48 1766
-19 -48 1815
-18 -48 1944
-17 -48 1982
-16 -48 2013
-15 -48 2180
-14 -48 2189
-13 -48 2156
-12 -48 2147
-11 -48 2254
-10 -48 2298
-9 -48 2398
-8 -48 2430
-7 -48 2455
-6 -48 2495
-5 -48 2502
-4 -48 2564
-3 -48 2608
-2 -48 2594
-1 -48 2657
0 -48 2610
1 -48 2613
2 -48 2627
3 -48 2587
4 -48 2560
5 -48 2589
6 -48 2669
7 -48 2713
8 -48 2676
9 -48 2634
10 -48 2648
11 -48 2629
12 -48 2523
13 -48 2641
14 -48 2576
15 -48 2599
16 -48 2493
17 -48 2482
18 -48 2489
19 -48 2527
20 -48 2491
21 -48 2374
22 -48 2265
23 -48 2230
24 -48 2199
25 -48 2182
26 -48 2077
27 -48 1980
28 -48 1971
29 -48 1930
30 -48 1880
