PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 102
-49 -50 151
-48 -50 128
-47 -50 131
-46 -50 172
-45 -50 180
-44 -50 195
-43 -50 256
-42 -50 266
-41 -50 277
-40 -50 336
-39 -50 387
-38 -50 414
-37 -50 455
-36 -50 517
-35 -50 534
-34 -50 552
-33 -50 596
-32 -50 690
-31 -50 783
-30 -50 821
-29 -50 886
-28 -50 932
-27 -50 1010
-26 -50 1015
-25 -50 1029
-24 -50 1160
-23 -50 1333
-22 -50 1466
-21 -50 1430
-20 -50 1588
-19 -50 1600
-18 -50 1653
-17 -50 1663
-16 -50 1692
-15 -50 1760
-14 -50 1754
-13 -50 1786
-12 -50 1982
-11 -50 2007
-10 -50 2034
-9 -50 2015
-8 -50 2047
-7 -50 2145
-6 -50 2217
-5 -50 2276
-4 -50 2272
-3 -50 2349
-2 -50 2391
-1 -50 2309
0 -50 2418
1 -50 2396
2 -50 2412
3 -50 2356
4 -50 2349
5 -50 2468
6 -50 2412
7 -50 2412
8 -50 2491
9 -50 2448
10 -50 2252
11 -50 2365
12 -50 2371
13 -50 2283
14 -50 2250
15 -50 2239
16 -50 2191
17 -50 2169
18 -50 2107
19 -50 2060
20 -50 1984
21 -50 2013
22 -50 1948
23 -50 1868
24 -50 1833
25 -50 1833
26 -50 1782
27 -50 1720
28 -50 1667
29 -50 1625
30 -50 1479
31 -50 1488
32 -50 1443
33 -50 1409
34 -50 1339
35 -50 1269
36 -50 1217
37 -50 1215
38 -50 1115
39 -50 1058
40 -50 970
41 -50 983
42 -50 887
43 -50 871
44 -50 796
45 -50 723
46 -50 677
47 -50 614
48 -50 576
49 -50 517
50 -50 466
-50 -49 122
-49 -49 143
-48 -49 160
-47 -49 183
-46 -49 199
-45 -49 218
-44 -49 258
-43 -49 297
-42 -49 318
-41 -49 336
-40 -49 406
-39 -49 458
-38 -49 490
-37 -49 515
-36 -49 568
-35 -49 630
-34 -49 677
-33 -49 747
-32 -49 823
-31 -49 915
-30 -49 973
-29 -49 1044
-28 -49 1129
-27 -49 1198
-26 -49 1237
-25 -49 1275
-24 -49 1352
-23 -49 1422
-22 -49 1509
-21 -49 1530
-20 -49 1631
-19 -49 1678
-18 -49 1728
-17 -49 1797
