PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 299
-49 -50 337
-48 -50 333
-47 -50 461
-46 -50 472
-45 -50 494
-44 -50 564
-43 -50 647
-42 -50 709
-41 -50 719
-40 -50 775
-39 -50 804
-38 -50 938
-37 -50 1041
-36 -50 1110
-35 -50 1143
-34 -50 1176
-33 -50 1221
-32 -50 1379
-31 -50 1481
-30 -50 1525
-29 -50 1669
-28 -50 1690
-27 -50 1770
-26 -50 1876
-25 -50 1940
-24 -50 2124
-23 -50 2003
-22 -50 2060
-21 -50 2107
-20 -50 2145
-19 -50 2387
-18 -50 2495
-17 -50 2594
-16 -50 2548
-15 -50 2815
-14 -50 2727
-13 -50 2652
-12 -50 2715
-11 -50 2760
-10 -50 2775
-9 -50 2945
-8 -50 3083
-7 -50 2997
-6 -50 2914
-5 -50 3068
-4 -50 2989
-3 -50 3053
-2 -50 2992
-1 -50 3061
0 -50 3108
1 -50 3080
2 -50 3041
3 -50 3034
4 -50 3002
5 -50 3021
6 -50 2970
7 -50 2923
8 -50 2873
9 -50 2822
10 -50 2972
11 -50 2782
12 -50 2810
13 -50 2820
14 -50 2875
15 -50 2746
16 -50 2741
17 -50 2784
18 -50 2662
19 -50 2585
20 -50 2466
21 -50 2566
22 -50 2553
23 -50 2470
24 -50 2403
25 -50 2452
26 -50 2353
27 -50 2307
28 -50 2182
29 -50 2113
30 -50 2126
31 -50 2039
32 -50 1961
33 -50 1878
34 -50 1748
35 -50 1631
36 -50 1645
37 -50 1649
38 -50 1502
39 -50 1437
40 -50 1324
41 -50 1187
42 -50 1087
43 -50 1070
44 -50 1048
45 -50 952
46 -50 896
47 -50 790
48 -50 750
49 -50 693
50 -50 630
-50 -49 329
-49 -49 309
-48 -49 337
-47 -49 376
-46 -49 370
-45 -49 443
-44 -49 561
-43 -49 630
-42 -49 593
-41 -49 630
-40 -49 764
-39 -49 744
-38 -49 768
-37 -49 905
-36 -49 980
-35 -49 1056
-34 -49 1240
-33 -49 1311
-32 -49 1407
-31 -49 1513
-30 -49 1608
-29 -49 1633
-28 -49 1676
-27 -49 1706
-26 -49 1803
-25 -49 1921
-24 -49 1864
-23 -49 2032
-22 -49 2079
-21 -49 2232
-20 -49 2269
-19 -49 2305
-18 -49 2311
-17 -49 2318
-16 -49 2378
-15 -49 2459
-14 -49 2583
-13 -49 2645
-12 -49 2643
-11 -49 2818
-10 -49 2803
-9 -49 2885
-8 -49 2822
-7 -49 2887
-6 -49 2994
-5 -49 3083
-4 -49 2980
-3 -49 2970
-2 -49 2989
-1 -49 2982
0 -49 3036
1 -49 3036
2 -49 2926
3 -49 2858
4 -49 2943
5 -49 2958
6 -49 2926
7 -49 3148
8 -49 3105
9 -49 3085
10 -49 2992
11 -49 3019
12 -49 2967
13 -49 3031
14 -49 3029
15 -49 2955
16 -49 2948
17 -49 2892
18 -49 2822
19 -49 2813
20 -49 2749
21 -49 2730
22 -49 2711
23 -49 2587
24 -49 2585
25 -49 2507
26 -49 2455
27 -49 2333
28 -49 2353
29 -49 2258
30 -49 2163
31 -49 2064
32 -49 1946
33 -49 1903
34 -49 1799
35 -49 1710
36 -49 1592
37 -49 1513
38 -49 1527
39 -49 1394
40 -49 1291
41 -49 1199
42 -49 1136
43 -49 1099
44 -49 1005
45 -49 930
46 -49 837
47 -49 785
48 -49 764
49 -49 648
50 -49 590
-50 -48 341
-49 -48 361
-48 -48 401
-47 -48 484
-46 -48 519
-45 -48 599
-44 -48 659
-43 -48 733
-42 -48 809
-41 -48 883
-40 -48 1065
-39 -48 1136
-38 -48 1178
-37 -48 1169
-36 -48 1277
-35 -48 1377
-34 -48 1513
-33 -48 1612
-32 -48 1596
-31 -48 1710
-30 -48 1758
-29 -48 1742
-28 -48 1853
-27 -48 2058
-26 -48 2073
-25 -48 2256
-24 -48 2464
-23 -48 2470
-22 -48 2495
-21 -48 2418
-20 -48 2629
-19 -48 2706
-18 -48 2794
-17 -48 2820
-16 -48 2902
-15 -48 2948
-14 -48 3108
-13 -48 3168
-12 -48 3095
-11 -48 2984
-10 -48 3150
-9 -48 3249
-8 -48 3292
-7 -48 3266
-6 -48 3148
-5 -48 3180
-4 -48 3118
-3 -48 3160
-2 -48 3384
-1 -48 3434
0 -48 3467
1 -48 3418
2 -48 3348
3 -48 3315
4 -48 3353
5 -48 3418
6 -48 3390
7 -48 3421
8 -48 3325
9 -48 3338
10 -48 3377
11 -48 3348
12 -48 3153
13 -48 3118
14 -48 3071
15 -48 2962
16 -48 2926
17 -48 2923
18 -48 2810
19 -48 2791
20 -48 2671
21 -48 2749
22 -48 2620
23 -48 2580
24 -48 2530
25 -48 2557
26 -48 2466
27 -48 2378
28 -48 2409
29 -48 2353
30 -48 2147
31 -48 2024
32 -48 2092
33 -48 1919
34 -48 1841
35 -48 1738
36 -48 1716
37 -48 1665
38 -48 1544
39 -48 1481
40 -48 1366
41 -48 1278
42 -48 1215
43 -48 1157
44 -48 1105
45 -48 1027
46 -48 905
47 -48 841
48 -48 764
49 -48 727
50 -48 721
-50 -47 302
-49 -47 324
-48 -47 375
-47 -47 436
-46 -47 521
-45 -47 574
-44 -47 642
-43 -47 723
-42 -47 755
-41 -47 845
-40 -47 902
-39 -47 1000
-38 -47 1058
-37 -47 1196
-36 -47 1210
-35 -47 1396
-34 -47 1445
-33 -47 1569
-32 -47 1714
-31 -47 1794
-30 -47 1899
-29 -47 1934
-28 -47 2005
-27 -47 2105
-26 -47 2217
-25 -47 2367
-24 -47 2365
-23 -47 2389
-22 -47 2525
-21 -47 2680
-20 -47 2849
-19 -47 2980
-18 -47 3098
-17 -47 3110
-16 -47 3113
-15 -47 3163
-14 -47 3105
-13 -47 3226
-12 -47 3359
-11 -47 3454
-10 -47 3379
-9 -47 3387
-8 -47 3410
-7 -47 3504
-6 -47 3613
-5 -47 3736
-4 -47 3777
-3 -47 3687
-2 -47 3663
-1 -47 3594
0 -47 3647
1 -47 3597
2 -47 3421
3 -47 3428
4 -47 3379
5 -47 3348
6 -47 3244
7 -47 3374
8 -47 3405
9 -47 3423
10 -47 3369
11 -47 3294
12 -47 3282
13 -47 3150
14 -47 3123
15 -47 3110
16 -47 3068
17 -47 2980
18 -47 2933
19 -47 2897
20 -47 2938
21 -47 2911
22 -47 2784
23 -47 2711
24 -47 2613
25 -47 2645
26 -47 2620
27 -47 2509
28 -47 2358
29 -47 2316
30 -47 2147
31 -47 2132
32 -47 2034
33 -47 2015
34 -47 1988
35 -47 1907
36 -47 1876
37 -47 1825
38 -47 1649
39 -47 1604
40 -47 1437
41 -47 1394
42 -47 1286
43 -47 1262
44 -47 1223
45 -47 1111
46 -47 1002
47 -47 917
48 -47 820
49 -47 771
50 -47 672
-50 -46 285
-49 -46 299
-48 -46 365
-47 -46 426
-46 -46 466
-45 -46 547
-44 -46 641
-43 -46 706
-42 -46 741
-41 -46 847
-40 -46 930
-39 -46 960
-38 -46 1122
-37 -46 1061
-36 -46 1152
-35 -46 1337
-34 -46 1407
-33 -46 1553
-32 -46 1655
-31 -46 1803
-30 -46 1872
-29 -46 2051
-28 -46 2141
-27 -46 2204
-26 -46 2272
-25 -46 2322
-24 -46 2436
-23 -46 2489
-22 -46 2468
-21 -46 2583
-20 -46 2704
-19 -46 2873
-18 -46 3014
-17 -46 3016
-16 -46 3130
-15 -46 3165
-14 -46 3233
-13 -46 3241
-12 -46 3312
-11 -46 3246
-10 -46 3297
-9 -46 3348
-8 -46 3423
-7 -46 3428
-6 -46 3509
-5 -46 3528
-4 -46 3647
-3 -46 3679
-2 -46 3674
-1 -46 3839
0 -46 3768
1 -46 3607
2 -46 3666
3 -46 3701
4 -46 3796
5 -46 3914
6 -46 3925
7 -46 3908
8 -46 3807
9 -46 3872
10 -46 3763
11 -46 3618
12 -46 3666
13 -46 3666
14 -46 3431
15 -46 3371
16 -46 3444
17 -46 3408
18 -46 3206
19 -46 3173
20 -46 3216
21 -46 3029
22 -46 3002
23 -46 2899
24 -46 2904
25 -46 2914
26 -46 2861
27 -46 2678
28 -46 2765
29 -46 2477
30 -46 2360
31 -46 2309
32 -46 2191
33 -46 2169
34 -46 2173
35 -46 2139
36 -46 2081
37 -46 1996
38 -46 1841
39 -46 1706
40 -46 1631
41 -46 1565
42 -46 1409
43 -46 1402
44 -46 1212
45 -46 1152
46 -46 1067
47 -46 990
48 -46 968
49 -46 863
50 -46 766
-50 -45 387
-49 -45 438
-48 -45 480
-47 -45 589
-46 -45 589
-45 -45 698
-44 -45 687
-43 -45 804
-42 -45 937
-41 -45 983
-40 -45 1079
-39 -45 1182
-38 -45 1404
-37 -45 1450
-36 -45 1525
-35 -45 1708
-34 -45 1676
-33 -45 1799
-32 -45 1895
-31 -45 2122
-30 -45 2212
-29 -45 2215
-28 -45 2217
-27 -45 2371
-26 -45 2489
-25 -45 2505
-24 -45 2555
-23 -45 2629
-22 -45 2787
-21 -45 2926
-20 -45 2902
-19 -45 3118
-18 -45 3302
-17 -45 3297
-16 -45 3325
-15 -45 3400
-14 -45 3390
-13 -45 3465
-12 -45 3538
-11 -45 3615
-10 -45 3610
-9 -45 3581
-8 -45 3626
-7 -45 3701
-6 -45 3712
-5 -45 3779
-4 -45 3872
-3 -45 3875
-2 -45 3812
-1 -45 3881
0 -45 3889
1 -45 3941
2 -45 3936
3 -45 4014
4 -45 3950
5 -45 3972
6 -45 3870
7 -45 3928
8 -45 3878
9 -45 3872
10 -45 3848
11 -45 3818
12 -45 3758
13 -45 3661
14 -45 3565
15 -45 3544
16 -45 3533
17 -45 3491
18 -45 3426
19 -45 3374
20 -45 3244
21 -45 3158
22 -45 3170
23 -45 3053
24 -45 2965
25 -45 2863
26 -45 2825
27 -45 2798
28 -45 2718
29 -45 2596
30 -45 2466
31 -45 2367
32 -45 2278
33 -45 2186
34 -45 2132
35 -45 2058
36 -45 1930
37 -45 1754
38 -45 1742
39 -45 1807
40 -45 1776
41 -45 1674
42 -45 1606
43 -45 1454
44 -45 1308
45 -45 1178
46 -45 1044
47 -45 965
48 -45 950
49 -45 910
50 -45 780
-50 -44 507
-49 -44 568
-48 -44 618
-47 -44 692
-46 -44 712
-45 -44 785
-44 -44 817
-43 -44 879
-42 -44 948
-41 -44 1012
-40 -44 1113
-39 -44 1240
-38 -44 1293
-37 -44 1389
-36 -44 1490
-35 -44 1645
-34 -44 1778
-33 -44 1770
-32 -44 1911
-31 -44 2105
-30 -44 2180
-29 -44 2243
-28 -44 2470
-27 -44 2459
-26 -44 2541
-25 -44 2727
-24 -44 2763
-23 -44 2810
-22 -44 2911
-21 -44 3019
-20 -44 3053
-19 -44 3160
-18 -44 3348
-17 -44 3395
-16 -44 3544
-15 -44 3507
-14 -44 3565
-13 -44 3597
-12 -44 3634
-11 -44 3749
-10 -44 3736
-9 -44 3900
-8 -44 3958
-7 -44 3944
-6 -44 4070
-5 -44 4062
-4 -44 4036
-3 -44 4062
-2 -44 4110
-1 -44 4067
0 -44 4056
1 -44 4064
2 -44 3989
3 -44 4048
4 -44 4050
5 -44 4036
6 -44 4008
7 -44 4048
8 -44 3953
9 -44 3886
10 -44 3752
11 -44 3679
12 -44 3731
13 -44 3685
14 -44 3610
15 -44 3428
16 -44 3384
17 -44 3408
18 -44 3408
19 -44 3366
20 -44 3330
21 -44 3198
22 -44 3125
23 -44 3175
24 -44 3041
25 -44 3090
26 -44 3024
27 -44 2904
28 -44 2894
29 -44 2863
30 -44 2770
31 -44 2643
32 -44 2484
33 -44 2489
34 -44 2405
35 -44 2189
36 -44 2147
37 -44 2032
38 -44 1849
39 -44 1805
40 -44 1680
41 -44 1536
42 -44 1439
43 -44 1341
44 -44 1235
45 -44 1131
46 -44 1010
47 -44 993
48 -44 910
49 -44 896
50 -44 837
-50 -43 500
-49 -43 560
-48 -43 638
-47 -43 698
-46 -43 758
-45 -43 757
-44 -43 817
-43 -43 886
-42 -43 1009
-41 -43 1159
-40 -43 1136
-39 -43 1282
-38 -43 1481
-37 -43 1546
-36 -43 1649
-35 -43 1728
-34 -43 1811
-33 -43 1862
-32 -43 2094
-31 -43 2269
-30 -43 2258
-29 -43 2338
-28 -43 2385
-27 -43 2532
-26 -43 2606
-25 -43 2685
-24 -43 2820
-23 -43 2868
-22 -43 2902
-21 -43 3041
-20 -43 3211
-19 -43 3361
-18 -43 3315
-17 -43 3462
-16 -43 3591
-15 -43 3666
-14 -43 3744
-13 -43 3788
-12 -43 3944
-11 -43 3953
-10 -43 4003
-9 -43 4098
-8 -43 4073
-7 -43 4081
-6 -43 4064
-5 -43 4115
-4 -43 4107
-3 -43 4112
-2 -43 4221
-1 -43 4172
0 -43 4207
1 -43 4267
2 -43 4175
3 -43 4127
4 -43 4149
5 -43 4115
6 -43 4169
7 -43 4175
8 -43 4138
9 -43 4081
10 -43 4118
11 -43 4141
12 -43 4101
13 -43 3972
14 -43 4084
15 -43 3997
16 -43 3941
17 -43 3903
18 -43 4081
19 -43 4104
20 -43 3989
21 -43 3861
22 -43 3674
23 -43 3605
24 -43 3379
25 -43 3289
26 -43 3110
27 -43 3031
28 -43 2955
29 -43 2931
30 -43 2832
31 -43 2787
32 -43 2718
33 -43 2615
34 -43 2652
35 -43 2448
36 -43 2338
37 -43 2079
38 -43 2051
39 -43 1950
40 -43 1845
41 -43 1841
42 -43 1728
43 -43 1548
44 -43 1435
45 -43 1374
