PARAMS map_range=50 map_step=1
H_Delta V_Delta RSSI
-50 -50 10
-49 -50 10
-48 -50 1
-47 -50 1
-46 -50 12
-45 -50 13
-44 -50 13
-43 -50 14
-42 -50 15
-41 -50 16
-40 -50 18
-39 -50 19
-38 -50 21
-37 -50 25
-36 -50 27
-35 -50 29
-34 -50 33
-33 -50 40
-32 -50 41
-31 -50 47
-30 -50 56
-29 -50 60
-28 -50 72
-27 -50 71
-26 -50 79
-25 -50 81
-24 -50 90
-23 -50 99
-22 -50 116
-21 -50 110
-20 -50 112
-19 -50 150
-18 -50 160
-17 -50 165
-16 -50 169
-15 -50 185
-14 -50 196
-13 -50 180
-12 -50 213
-11 -50 218
-10 -50 234
-9 -50 234
-8 -50 245
-7 -50 242
-6 -50 258
-5 -50 290
-4 -50 282
-3 -50 299
-2 -50 311
-1 -50 318
0 -50 320
1 -50 350
2 -50 351
3 -50 337
4 -50 325
5 -50 358
6 -50 357
7 -50 355
8 -50 359
9 -50 365
10 -50 354
11 -50 365
12 -50 346
13 -50 349
14 -50 334
15 -50 342
16 -50 349
17 -50 323
18 -50 349
19 -50 340
20 -50 331
21 -50 336
22 -50 325
23 -50 328
24 -50 341
25 -50 304
26 -50 276
27 -50 295
28 -50 253
29 -50 261
30 -50 246
31 -50 234
32 -50 233
33 -50 234
34 -50 216
35 -50 210
36 -50 208
37 -50 213
38 -50 191
39 -50 175
40 -50 174
41 -50 159
42 -50 137
43 -50 131
44 -50 135
45 -50 128
46 -50 109
47 -50 101
48 -50 93
49 -50 89
50 -50 83
-50 -49 10
-49 -49 10
-48 -49 10
-47 -49 11
-46 -49 11
-45 -49 12
-44 -49 15
-43 -49 18
-42 -49 18
-41 -49 21
-40 -49 24
-39 -49 26
-38 -49 27
-37 -49 26
-36 -49 30
-35 -49 35
-34 -49 36
-33 -49 43
-32 -49 47
-31 -49 56
-30 -49 55
-29 -49 58
-28 -49 61
-27 -49 65
-26 -49 78
-25 -49 90
-24 -49 90
-23 -49 93
-22 -49 112
-21 -49 121
-20 -49 121
-19 -49 143
-18 -49 164
-17 -49 165
-16 -49 173
-15 -49 180
-14 -49 178
-13 -49 195
-12 -49 216
-11 -49 220
-10 -49 258
-9 -49 265
-8 -49 283
-7 -49 272
-6 -49 265
-5 -49 295
-4 -49 307
-3 -49 307
-2 -49 348
-1 -49 384
0 -49 405
1 -49 409
2 -49 410
3 -49 433
4 -49 410
5 -49 401
6 -49 415
7 -49 433
8 -49 433
9 -49 449
10 -49 491
11 -49 481
12 -49 451
13 -49 462
14 -49 443
15 -49 438
16 -49 410
17 -49 394
18 -49 390
19 -49 366
20 -49 362
21 -49 353
22 -49 379
23 -49 349
24 -49 354
25 -49 331
26 -49 331
27 -49 319
28 -49 311
29 -49 310
30 -49 310
31 -49 281
32 -49 247
33 -49 244
34 -49 237
35 -49 213
36 -49 206
37 -49 212
38 -49 199
39 -49 191
40 -49 181
41 -49 166
42 -49 149
43 -49 145
44 -49 144
45 -49 122
46 -49 120
47 -49 115
48 -49 116
49 -49 106
50 -49 92
-50 -48 10
-49 -48 10
-48 -48 11
-47 -48 10
-46 -48 14
-45 -48 15
-44 -48 14
-43 -48 19
-42 -48 21
-41 -48 20
-40 -48 24
-39 -48 26
-38 -48 30
-37 -48 32
-36 -48 36
-35 -48 41
-34 -48 44
-33 -48 45
-32 -48 49
-31 -48 60
-30 -48 65
-29 -48 74
-28 -48 80
-27 -48 90
-26 -48 91
-25 -48 99
-24 -48 101
-23 -48 108
-22 -48 124
-21 -48 149
-20 -48 165
-19 -48 173
-18 -48 196
-17 -48 193
-16 -48 210
-15 -48 220
-14 -48 240
-13 -48 240
-12 -48 246
-11 -48 272
-10 -48 277
-9 -48 306
-8 -48 309
-7 -48 318
-6 -48 319
-5 -48 369
-4 -48 365
-3 -48 376
-2 -48 371
-1 -48 358
0 -48 353
1 -48 365
2 -48 384
3 -48 374
4 -48 378
5 -48 383
6 -48 407
7 -48 417
8 -48 441
9 -48 411
10 -48 447
11 -48 434
12 -48 437
13 -48 440
14 -48 422
15 -48 425
16 -48 432
17 -48 440
18 -48 421
19 -48 391
20 -48 374
21 -48 365
22 -48 370
23 -48 344
24 -48 340
25 -48 354
26 -48 349
27 -48 358
28 -48 322
29 -48 329
30 -48 334
31 -48 323
32 -48 313
33 -48 327
34 -48 304
35 -48 281
36 -48 261
37 -48 255
38 -48 239
39 -48 213
40 -48 199
41 -48 180
42 -48 178
43 -48 164
44 -48 147
45 -48 145
46 -48 139
47 -48 131
48 -48 113
49 -48 103
50 -48 93
-50 -47 10
-49 -47 11
-48 -47 11
-47 -47 11
-46 -47 14
-45 -47 16
-44 -47 17
-43 -47 18
-42 -47 17
-41 -47 19
-40 -47 21
-39 -47 26
-38 -47 30
-37 -47 36
-36 -47 39
-35 -47 45
-34 -47 48
-33 -47 52
-32 -47 56
-31 -47 65
-30 -47 70
-29 -47 83
-28 -47 99
-27 -47 106
-26 -47 122
-25 -47 133
-24 -47 144
-23 -47 130
-22 -47 137
-21 -47 147
-20 -47 165
-19 -47 169
-18 -47 204
-17 -47 233
-16 -47 250
-15 -47 252
-14 -47 252
-13 -47 225
-12 -47 239
-11 -47 253
-10 -47 286
-9 -47 300
-8 -47 346
-7 -47 361
-6 -47 349
-5 -47 332
-4 -47 350
-3 -47 367
-2 -47 375
-1 -47 391
0 -47 415
1 -47 452
2 -47 418
3 -47 422
4 -47 447
5 -47 414
6 -47 461
7 -47 421
8 -47 472
9 -47 465
10 -47 481
11 -47 534
12 -47 573
13 -47 571
14 -47 541
15 -47 491
16 -47 430
17 -47 454
18 -47 449
19 -47 491
20 -47 502
21 -47 507
22 -47 463
23 -47 437
24 -47 417
25 -47 419
26 -47 425
27 -47 428
28 -47 426
29 -47 432
30 -47 422
31 -47 418
32 -47 379
33 -47 363
34 -47 310
35 -47 293
36 -47 292
37 -47 281
38 -47 261
39 -47 263
40 -47 234
41 -47 228
42 -47 210
43 -47 202
44 -47 195
45 -47 187
46 -47 181
47 -47 158
48 -47 151
49 -47 139
50 -47 133
-50 -46 12
-49 -46 13
-48 -46 14
-47 -46 15
-46 -46 18
-45 -46 18
-44 -46 21
-43 -46 22
-42 -46 25
-41 -46 27
-40 -46 34
-39 -46 37
-38 -46 44
-37 -46 49
-36 -46 55
-35 -46 54
-34 -46 57
-33 -46 63
-32 -46 73
-31 -46 83
-30 -46 86
-29 -46 100
-28 -46 116
-27 -46 121
-26 -46 143
-25 -46 146
-24 -46 174
-23 -46 192
-22 -46 207
-21 -46 227
-20 -46 245
-19 -46 245
-18 -46 270
-17 -46 278
-16 -46 273
-15 -46 293
-14 -46 319
-13 -46 333
-12 -46 355
-11 -46 376
-10 -46 388
-9 -46 418
-8 -46 423
-7 -46 422
-6 -46 410
-5 -46 448
-4 -46 459
-3 -46 445
-2 -46 456
-1 -46 486
0 -46 481
1 -46 500
2 -46 491
3 -46 494
4 -46 537
5 -46 574
6 -46 547
7 -46 581
8 -46 595
9 -46 614
10 -46 606
11 -46 618
12 -46 623
13 -46 641
14 -46 632
15 -46 639
16 -46 624
17 -46 603
18 -46 554
19 -46 580
20 -46 595
21 -46 574
22 -46 570
23 -46 565
24 -46 557
25 -46 573
26 -46 515
27 -46 514
28 -46 493
29 -46 472
30 -46 458
31 -46 448
32 -46 434
33 -46 391
34 -46 388
35 -46 355
36 -46 359
37 -46 358
38 -46 354
39 -46 325
40 -46 314
41 -46 273
42 -46 245
43 -46 247
44 -46 227
45 -46 211
46 -46 189
47 -46 171
48 -46 165
49 -46 149
50 -46 143
-50 -45 12
-49 -45 13
-48 -45 14
-47 -45 17
-46 -45 17
-45 -45 18
-44 -45 21
-43 -45 23
-42 -45 26
-41 -45 29
-40 -45 34
-39 -45 41
-38 -45 44
-37 -45 48
-36 -45 58
-35 -45 66
-34 -45 74
-33 -45 83
-32 -45 92
-31 -45 98
-30 -45 118
-29 -45 112
-28 -45 126
-27 -45 145
-26 -45 151
-25 -45 172
-24 -45 158
-23 -45 179
-22 -45 213
-21 -45 227
-20 -45 225
-19 -45 253
-18 -45 283
-17 -45 286
-16 -45 278
-15 -45 276
-14 -45 285
-13 -45 305
-12 -45 354
-11 -45 382
-10 -45 449
-9 -45 451
-8 -45 483
-7 -45 490
-6 -45 490
-5 -45 542
-4 -45 528
-3 -45 527
-2 -45 531
-1 -45 538
0 -45 551
1 -45 577
2 -45 612
3 -45 630
4 -45 605
5 -45 635
6 -45 638
7 -45 636
8 -45 627
9 -45 698
10 -45 674
11 -45 675
12 -45 684
13 -45 674
14 -45 653
15 -45 639
16 -45 656
17 -45 648
18 -45 609
19 -45 600
20 -45 580
21 -45 580
22 -45 574
23 -45 568
24 -45 576
25 -45 576
26 -45 565
27 -45 552
28 -45 547
29 -45 534
30 -45 517
31 -45 500
32 -45 493
33 -45 491
34 -45 451
35 -45 451
36 -45 434
37 -45 430
38 -45 406
39 -45 382
40 -45 359
41 -45 327
42 -45 311
43 -45 291
44 -45 262
45 -45 237
46 -45 233
47 -45 212
48 -45 185
49 -45 182
50 -45 151
-50 -44 14
-49 -44 16
-48 -44 16
-47 -44 18
-46 -44 21
-45 -44 23
-44 -44 24
-43 -44 27
-42 -44 30
-41 -44 36
-40 -44 41
-39 -44 48
-38 -44 57
-37 -44 62
-36 -44 66
-35 -44 73
-34 -44 84
-33 -44 87
-32 -44 97
-31 -44 106
-30 -44 127
-29 -44 137
-28 -44 149
-27 -44 173
-26 -44 173
-25 -44 182
-24 -44 194
-23 -44 211
-22 -44 234
-21 -44 251
-20 -44 271
