time	P	Y	R
44.924			
44.928			
44.932			
44.936			
44.94			
44.944			
44.948			
44.952			
44.956			
44.96			
44.964			
44.968			
44.972			
44.976			
44.98			
44.984			
44.988			
44.992			
44.996			
45			
45.004			
45.008			
45.012			
45.016			
45.02			
45.024			
45.028			
45.032			
45.036			
45.04			
45.044			
45.048			
45.052			
45.056			
45.06			
45.064			
45.068			
45.072			
45.076			
45.08			
45.084			
45.088			
45.092			
45.096			
45.1			
45.104			
45.108			
45.112			
45.116			
45.12			
45.124			
45.128			
45.132			
45.136			
45.14			
45.144			
45.148			
45.152			
45.156			
45.16			
45.164			
45.168			
45.172			
45.176			
45.18			
45.184			
45.188			
45.192			
45.196			
45.2			
45.204			
45.208			
45.212			
45.216			
45.22			
45.224			
45.228			
45.232			
45.236			
45.24			
45.244			
45.248			
45.252			
45.256			
45.26			
45.264			
45.268			
45.272			
45.276			
45.28			
45.284			
45.288			
45.292			
45.296			
45.3			
45.304			
45.308			
45.312			
45.316			
45.32			
45.324			
45.328			
45.332			
45.336			
45.34			
45.344			
45.348			
45.352			
45.356			
45.36			
45.364			
45.368			
45.372			
45.376			
45.38			
45.384			
45.388			
45.392			
45.396			
45.4			
45.404			
45.408			
45.412			
45.416			
45.42			
45.424			
45.428			
45.432			
45.436			
45.44			
45.444			
45.448			
45.452			
45.456			
45.46			
45.464			
45.468			
45.472			
45.476			
45.48			
45.484			
45.488			
45.492			
45.496			
45.5			
45.504			
45.508			
45.512			
45.516			
45.52			
45.524			
45.528			
45.532			
45.536			
45.54			
45.544			
45.548			
45.552			
45.556			
45.56			
45.564			
45.568			
45.572			
45.576			
45.58			
45.584			
45.588			
45.592			
45.596			
45.6			
45.604			
45.608			
45.612			
45.616			
45.62			
45.624			
45.628			
45.632			
45.636			
45.64			
45.644			
45.648			
45.652			
45.656			
45.66			
45.664			
45.668			
45.672			
45.676			
45.68			
45.684			
45.688			
45.692			
45.696			
45.7			
45.704			
45.708			
45.712			
45.716			
45.72			
45.724			
45.728			
45.732			
45.736			
45.74			
45.744			
45.748			
45.752			
45.756			
45.76			
45.764			
45.768			
45.772			
45.776			
45.78			
45.784			
45.788			
45.792			
45.796			
45.8			
45.804			
45.808			
45.812			
45.816			
45.82			
45.824			
45.828			
45.832			
45.836			
45.84			
45.844			
45.848			
45.852			
45.856			
45.86			
45.864			
45.868			
45.872			
45.876			
45.88			
45.884			
45.888			
45.892			
45.896			
45.9			
45.904			
45.908			
45.912			
45.916			
45.92			
45.924			
45.928			
45.932			
45.936			
45.94			
45.944			
45.948			
45.952			
45.956			
45.96			
45.964			
45.968			
45.972			
45.976			
45.98			
45.984			
45.988			
45.992			
45.996			
46			
46.004			
46.008			
46.012			
46.016			
46.02			
46.024			
46.028			
46.032			
46.036			
46.04			
46.044			
46.048			
46.052			
46.056			
46.06			
46.064			
46.068			
46.072			
46.076			
46.08			
46.084			
46.088			
46.092			
46.096			
46.1			
46.104			
46.108			
46.112			
46.116			
46.12			
46.124			
46.128			
46.132			
46.136			
46.14			
46.144			
46.148			
46.152			
46.156			
46.16			
46.164			
46.168			
46.172			
46.176			
46.18			
46.184			
46.188			
46.192			
46.196			
46.2			
46.204			
46.208			
46.212			
46.216			
46.22			
46.224			
46.228			
46.232			
46.236			
46.24			
46.244			
46.248			
46.252			
46.256			
46.26			
46.264			
46.268			
46.272			
46.276			
46.28			
46.284			
46.288			
46.292			
46.296			
46.3			
46.304			
46.308			
46.312			
46.316			
46.32			
46.324			
46.328			
46.332			
46.336			
46.34			
46.344			
46.348			
46.352			
46.356			
46.36			
46.364			
46.368			
46.372			
46.376			
46.38			
46.384			
46.388			
46.392			
46.396			
46.4			
46.404			
46.408			
46.412			
46.416			
46.42			
46.424			
46.428			
46.432			
46.436			
46.44			
46.444			
46.448			
46.452			
46.456			
46.46			
46.464			
46.468			
46.472			
46.476			
46.48			
46.484			
46.488			
46.492			
46.496			
46.5			
46.504			
46.508			
46.512			
46.516			
46.52			
46.524			
46.528			
46.532			
46.536			
46.54			
46.544			
46.548			
46.552			
46.556			
46.56			
46.564			
46.568			
46.572			
46.576			
46.58			
46.584			
46.588			
46.592			
46.596			
46.6			
46.604			
46.608			
46.612			
46.616			
46.62			
46.624			
46.628			
46.632			
46.636			
46.64			
46.644			
46.648			
46.652			
46.656			
46.66			
46.664			
46.668			
46.672			
46.676			
46.68			
46.684			
46.688			
46.692			
46.696			
46.7			
46.704			
46.708			
46.712			
46.716			
46.72			
46.724			
46.728			
46.732			
46.736			
46.74			
46.744			
46.748			
46.752			
46.756			
46.76			
46.764			
46.768			
46.772			
46.776			
46.78			
46.784			
46.788			
46.792			
46.796			
46.8			
46.804			
46.808			
46.812			
46.816			
46.82			
46.824			
46.828			
46.832			
46.836			
46.84			
46.844			
46.848			
46.852			
46.856			
46.86			
46.864			
46.868			
46.872			
46.876			
46.88			
46.884			
46.888			
46.892			
46.896			
46.9			
46.904			
46.908			
46.912			
46.916			
46.92			
46.924			
46.928			
46.932			
46.936			
46.94			
46.944			
46.948			
46.952			
46.956			
46.96			
46.964			
46.968			
46.972			
46.976			
46.98			
46.984			
46.988			
46.992			
46.996			
47			
47.004			
47.008			
47.012			
47.016			
47.02			
47.024			
47.028			
47.032			
47.036			
47.04			
47.044			
47.048			
47.052			
47.056			
47.06			
47.064			
47.068			
47.072			
47.076			
47.08			
47.084			
47.088			
47.092			
47.096			
47.1			
47.104			
47.108			
47.112			
47.116			
47.12			
47.124			
47.128			
47.132			
47.136			
47.14			
47.144			
47.148			
47.152			
47.156			
47.16			
47.164			
47.168			
47.172			
47.176			
47.18			
47.184			
47.188			
47.192			
47.196			
47.2			
47.204			
47.208			
47.212			
47.216			
47.22			
47.224			
47.228			
47.232			
47.236			
47.24			
47.244			
47.248			
47.252			
47.256			
47.26			
47.264			
47.268			
47.272			
47.276			
47.28			
47.284			
47.288			
47.292			
47.296			
47.3			
47.304			
47.308			
47.312			
47.316			
47.32			
47.324			
47.328			
47.332			
47.336			
47.34			
47.344			
47.348			
47.352			
47.356			
47.36			
47.364			
47.368			
47.372			
47.376			
47.38			
47.384			
47.388			
47.392			
47.396			
47.4			
47.404			
47.408			
47.412			
47.416			
47.42			
47.424			
47.428			
47.432			
47.436			
47.44			
47.444			
47.448			
47.452			
47.456			
47.46			
47.464			
47.468			
47.472			
47.476			
47.48			
47.484			
47.488			
47.492			
47.496			
47.5			
47.504			
47.508			
47.512			
47.516			
47.52			
47.524			
47.528			
47.532			
47.536			
47.54			
47.544			
47.548			
47.552			
47.556			
47.56			
47.564			
47.568			
47.572			
47.576			
47.58			
47.584			
47.588			
47.592			
47.596			
47.6			
47.604			
47.608			
47.612			
47.616			
47.62			
47.624			
47.628			
47.632			
47.636			
47.64			
47.644			
47.648			
47.652			
47.656			
47.66			
47.664			
47.668			
47.672			
47.676			
47.68			
47.684			
47.688			
47.692			
47.696			
47.7			
47.704			
47.708			
47.712			
47.716			
47.72			
47.724			
47.728			
47.732			
47.736			
47.74			
47.744			
47.748			
47.752			
47.756			
47.76			
47.764			
47.768			
47.772			
47.776			
47.78			
47.784			
47.788			
47.792			
47.796			
47.8			
47.804			
47.808			
47.812			
47.816			
47.82			
47.824			
47.828			
47.832			
47.836			
47.84			
47.844			
47.848			
47.852			
47.856			
47.86			
47.864			
47.868			
47.872			
47.876			
47.88			
47.884			
47.888			
47.892			
47.896			
47.9			
47.904			
47.908			
47.912			
47.916			
47.92			
47.924			
47.928			
47.932			
47.936			
47.94			
47.944			
47.948			
47.952			
47.956			
47.96			
47.964			
47.968			
47.972			
47.976			
47.98			
47.984			
47.988			
47.992			
47.996			
48			
48.004			
48.008			
48.012			
48.016			
48.02			
48.024			
48.028			
48.032			
48.036			
48.04			
48.044			
48.048			
48.052			
48.056			
48.06			
48.064			
48.068			
48.072			
48.076			
48.08			
48.084			
48.088			
48.092			
48.096			
48.1			
48.104			
48.108			
48.112			
48.116			
48.12			
48.124			
48.128			
48.132			
48.136			
48.14			
48.144			
48.148			
48.152			
48.156			
48.16			
48.164			
48.168			
48.172			
48.176			
48.18			
48.184			
48.188			
48.192			
48.196			
48.2			
48.204			
48.208			
48.212			
48.216			
48.22			
48.224			
48.228			
48.232			
48.236			
48.24			
48.244			
48.248			
48.252			
48.256			
48.26			
48.264			
48.268			
48.272			
48.276			
48.28			
48.284			
48.288			
48.292			
48.296			
48.3			
48.304			
48.308			
48.312			
48.316			
48.32			
48.324			
48.328			
48.332			
48.336			
48.34			
48.344			
48.348			
48.352			
48.356			
48.36			
48.364			
48.368			
48.372			
48.376			
48.38			
48.384			
48.388			
48.392			
48.396			
48.4			
48.404			
48.408			
48.412			
48.416			
48.42			
48.424			
48.428			
48.432			
48.436			
48.44			
48.444			
48.448			
48.452			
48.456			
48.46			
48.464			
48.468			
48.472			
48.476			
48.48			
48.484			
48.488			
48.492			
48.496			
48.5			
48.504			
48.508			
48.512			
48.516			
48.52			
48.524			
48.528			
48.532			
48.536			
48.54			
48.544			
48.548			
48.552			
48.556			
48.56			
48.564			
48.568			
48.572			
48.576			
48.58			
48.584			
48.588			
48.592			
48.596			
48.6			
48.604			
48.608			
48.612			
48.616			
48.62			
48.624			
48.628			
48.632			
48.636			
48.64			
48.644			
48.648			
48.652			
48.656			
48.66			
48.664			
48.668			
48.672			
48.676			
48.68			
48.684			
48.688			
48.692			
48.696			
48.7			
48.704			
48.708			
48.712			
48.716			
48.72			
48.724			
48.728			
48.732			
48.736			
48.74			
48.744			
48.748			
48.752			
48.756			
48.76			
48.764			
48.768			
48.772			
48.776			
48.78			
48.784			
48.788			
48.792			
48.796			
48.8			
48.804			
48.808			
48.812			
48.816			
48.82			
48.824			
48.828			
48.832			
48.836			
48.84			
48.844			
48.848			
48.852			
48.856			
48.86			
48.864			
48.868			
48.872			
48.876			
48.88			
48.884			
48.888			
48.892			
48.896			
48.9			
48.904			
48.908			
48.912			
48.916			
48.92			
48.924			
48.928			
48.932			
48.936			
48.94			
48.944			
48.948			
48.952			
48.956			
48.96			
48.964			
48.968			
48.972			
48.976			
48.98			
48.984			
48.988			
48.992			
48.996			
49			
49.004			
49.008			
49.012			
49.016			
49.02			
49.024			
49.028			
49.032			
49.036			
49.04			
49.044			
49.048			
49.052			
49.056			
49.06			
49.064			
49.068			
49.072			
49.076			
49.08			
49.084			
49.088			
49.092			
49.096			
49.1			
49.104			
49.108			
49.112			
49.116			
49.12			
49.124			
49.128			
49.132			
49.136			
49.14			
49.144			
49.148			
49.152			
49.156			
49.16			
49.164			
49.168			
49.172			
49.176			
49.18			
49.184			
49.188			
49.192			
49.196			
49.2			
49.204			
49.208			
49.212			
49.216			
49.22			
49.224			
49.228			
49.232			
49.236			
49.24			
49.244			
49.248			
49.252			
49.256			
49.26			
49.264			
49.268			
49.272			
49.276			
49.28			
49.284			
49.288			
49.292			
49.296			
49.3			
49.304			
49.308			
49.312			
49.316			
49.32			
49.324			
49.328			
49.332			
49.336			
49.34			
49.344			
49.348			
49.352			
49.356			
49.36			
49.364			
49.368			
49.372			
49.376			
49.38			
49.384			
49.388			
49.392			
49.396			
49.4			
49.404			
49.408			
49.412			
49.416			
49.42			
49.424			
49.428			
49.432			
49.436			
49.44			
49.444			
49.448			
49.452			
49.456			
49.46			
49.464			
49.468			
49.472			
49.476			
49.48			
49.484			
49.488			
49.492			
49.496			
49.5			
49.504			
49.508			
49.512			
49.516			
49.52			
49.524			
49.528			
49.532			
49.536			
49.54			
49.544			
49.548			
49.552			
49.556			
49.56			
49.564			
49.568			
49.572			
49.576			
49.58			
49.584			
49.588			
49.592			
49.596			
49.6			
49.604			
49.608			
49.612			
49.616			
49.62			
49.624			
49.628			
49.632			
49.636			
49.64			
49.644			
49.648			
49.652			
49.656			
49.66			
49.664			
49.668			
49.672			
49.676			
49.68			
49.684			
49.688			
49.692			
49.696			
49.7			
49.704			
49.708			
49.712			
49.716			
49.72			
49.724			
49.728			
49.732			
49.736			
49.74			
49.744			
49.748			
49.752			
49.756			
49.76			
49.764			
49.768			
49.772			
49.776			
49.78			
49.784			
49.788			
49.792			
49.796			
49.8			
49.804			
49.808			
49.812			
49.816			
49.82			
49.824			
49.828			
49.832			
49.836			
49.84			
49.844			
49.848			
49.852			
49.856			
49.86			
49.864			
49.868			
49.872			
49.876			
49.88			
49.884			
49.888			
49.892			
49.896			
49.9			
49.904			
49.908			
49.912			
49.916			
49.92			
49.924			
49.928			
49.932			
49.936			
49.94			
49.944			
49.948			
49.952			
49.956			
49.96			
49.964			
49.968			
49.972			
49.976			
49.98			
49.984			
49.988			
49.992			
49.996			
50			
50.004			
50.008			
50.012			
50.016			
50.02			
50.024			
50.028			
50.032			
50.036			
50.04			
50.044			
50.048			
50.052			
50.056			
50.06			
50.064			
50.068			
50.072			
50.076			
50.08			
50.084			
50.088			
50.092			
50.096			
50.1			
50.104			
50.108			
50.112			
50.116			
50.12			
50.124			
50.128			
50.132			
50.136			
50.14			
50.144			
50.148			
50.152			
50.156			
50.16			
50.164			
50.168			
50.172			
50.176			
50.18			
50.184			
50.188			
50.192			
50.196			
50.2			
50.204			
50.208			
50.212			
50.216			
50.22			
50.224			
50.228			
50.232			
50.236			
50.24			
50.244			
50.248			
50.252			
50.256			
50.26			
50.264			
50.268			
50.272			
50.276			
50.28			
50.284			
50.288			
50.292			
50.296			
50.3			
50.304			
50.308			
50.312			
50.316			
50.32			
50.324			
50.328			
50.332			
50.336			
50.34			
50.344			
50.348			
50.352			
50.356			
50.36			
50.364			
50.368			
50.372			
50.376			
50.38			
50.384			
50.388			
50.392			
50.396			
50.4			
50.404			
50.408			
50.412			
50.416			
50.42			
50.424			
50.428			
50.432			
50.436			
50.44			
50.444			
50.448			
50.452			
50.456			
50.46			
50.464			
50.468			
50.472			
50.476			
50.48			
50.484			
50.488			
50.492			
50.496			
50.5			
50.504			
50.508			
50.512			
50.516			
50.52			
50.524			
50.528			
50.532			
50.536			
50.54			
50.544			
50.548			
50.552			
50.556			
50.56			
50.564			
50.568			
50.572			
50.576			
50.58			
50.584			
50.588			
50.592			
50.596			
50.6			
50.604			
50.608			
50.612			
50.616			
50.62			
50.624			
50.628			
50.632			
50.636			
50.64			
50.644			
50.648			
50.652			
50.656			
50.66			
50.664			
50.668			
50.672			
50.676			
50.68			
50.684			
50.688			
50.692			
50.696			
50.7			
50.704			
50.708			
50.712			
50.716			
50.72			
50.724			
50.728			
50.732			
50.736			
50.74			
50.744			
50.748			
50.752			
50.756			
50.76			
50.764			
50.768			
50.772			
50.776			
50.78			
50.784			
50.788			
50.792			
50.796			
50.8			
50.804			
50.808			
50.812			
50.816			
50.82			
50.824			
50.828			
50.832			
50.836			
50.84			
50.844			
50.848			
50.852			
50.856			
50.86			
50.864			
50.868			
50.872			
50.876			
50.88			
50.884			
50.888			
50.892			
50.896			
50.9			
50.904			
50.908			
50.912			
50.916			
50.92			
50.924			
50.928			
50.932			
50.936			
50.94			
50.944			
50.948			
50.952			
50.956			
50.96			
50.964			
50.968			
50.972			
50.976			
50.98			
50.984			
50.988			
50.992			
50.996			
51			
51.004			
51.008			
51.012			
51.016			
51.02			
51.024			
51.028			
51.032			
51.036			
51.04			
51.044			
51.048			
51.052			
51.056			
51.06			
51.064			
51.068			
51.072			
51.076			
51.08			
51.084			
51.088			
51.092			
51.096			
51.1			
51.104			
51.108			
51.112			
51.116			
51.12			
51.124			
51.128			
51.132			
51.136			
51.14			
51.144			
51.148			
51.152			
51.156			
51.16			
51.164			
51.168			
51.172			
51.176			
51.18			
51.184			
51.188			
51.192			
51.196			
51.2			
51.204			
51.208			
51.212			
51.216			
51.22			
51.224			
51.228			
51.232			
51.236			
51.24			
51.244			
51.248			
51.252			
51.256			
51.26			
51.264			
51.268			
51.272			
51.276			
51.28			
51.284			
51.288			
51.292			
51.296			
51.3			
51.304			
51.308			
51.312			
51.316			
51.32			
51.324			
51.328			
51.332			
51.336			
51.34			
51.344			
51.348			
51.352			
51.356			
51.36			
51.364			
51.368			
51.372			
51.376			
51.38			
51.384			
51.388			
51.392			
51.396			
51.4			
51.404			
51.408			
51.412			
51.416			
51.42			
51.424			
51.428			
51.432			
51.436			
51.44			
51.444			
51.448			
51.452			
51.456			
51.46			
51.464			
51.468			
51.472			
51.476			
51.48			
51.484			
51.488			
51.492			
51.496			
51.5			
51.504			
51.508			
51.512			
51.516			
51.52			
51.524			
51.528			
51.532			
51.536			
51.54			
51.544			
51.548			
51.552			
51.556			
51.56			
51.564			
51.568			
51.572			
51.576			
51.58			
51.584			
51.588			
51.592			
51.596			
51.6			
51.604			
51.608			
51.612			
51.616			
51.62			
51.624			
51.628			
51.632			
51.636			
51.64			
51.644			
51.648			
51.652			
51.656			
51.66			
51.664			
51.668			
51.672			
51.676			
51.68			
51.684			
51.688			
51.692			
51.696			
51.7			
51.704			
51.708			
51.712			
51.716			
51.72			
51.724			
51.728			
51.732			
51.736			
51.74			
51.744			
51.748			
51.752			
51.756			
51.76			
51.764			
51.768			
51.772			
51.776			
51.78			
51.784			
51.788			
51.792			
51.796			
51.8			
51.804			
51.808			
51.812			
51.816			
51.82			
51.824			
51.828			
51.832			
51.836			
51.84			
51.844			
51.848			
51.852			
51.856			
51.86			
51.864			
51.868			
51.872			
51.876			
51.88			
51.884			
51.888			
51.892			
51.896			
51.9			
51.904			
51.908			
51.912			
51.916			
51.92			
51.924			
51.928			
51.932			
51.936			
51.94			
51.944			
51.948			
51.952			
51.956			
51.96			
51.964			
51.968			
51.972			
51.976			
51.98			
51.984			
51.988			
51.992			
51.996			
52			
52.004			
52.008			
52.012			
52.016			
52.02			
52.024			
52.028			
52.032			
52.036			
52.04			
52.044			
52.048			
52.052			
52.056			
52.06			
52.064			
52.068			
52.072			
52.076			
52.08			
52.084			
52.088			
52.092			
52.096			
52.1			
52.104			
52.108			
52.112			
52.116			
52.12			
52.124			
52.128			
52.132			
52.136			
52.14			
52.144			
52.148			
52.152			
52.156			
52.16			
52.164			
52.168			
52.172			
52.176			
52.18			
52.184			
52.188			
52.192			
52.196			
52.2			
52.204			
52.208			
52.212			
52.216			
52.22			
52.224			
52.228			
52.232			
52.236			
52.24			
52.244			
52.248			
52.252			
52.256			
52.26			
52.264			
52.268			
52.272			
52.276			
52.28			
52.284			
52.288			
52.292			
52.296			
52.3			
52.304			
52.308			
52.312			
52.316			
52.32			
52.324			
52.328			
52.332			
52.336			
52.34			
52.344			
52.348			
52.352			
52.356			
52.36			
52.364			
52.368			
52.372			
52.376			
52.38			
52.384			
52.388			
52.392			
52.396			
52.4			
52.404			
52.408			
52.412			
52.416			
52.42			
52.424			
52.428			
52.432			
52.436			
52.44			
52.444			
52.448			
52.452			
52.456			
52.46			
52.464			
52.468			
52.472			
52.476			
52.48			
52.484			
52.488			
52.492			
52.496			
52.5			
52.504			
52.508			
52.512			
52.516			
52.52			
52.524			
52.528			
52.532			
52.536			
52.54			
52.544			
52.548			
52.552			
52.556			
52.56			
52.564			
52.568			
52.572			
52.576			
52.58			
52.584			
52.588			
52.592			
52.596			
52.6			
52.604			
52.608			
52.612			
52.616			
52.62			
52.624			
52.628			
52.632			
52.636			
52.64			
52.644			
52.648			
52.652			
52.656			
52.66			
52.664			
52.668			
52.672			
52.676			
52.68			
52.684			
52.688			
52.692			
52.696			
52.7			
52.704			
52.708			
52.712			
52.716			
52.72			
52.724			
52.728			
52.732			
52.736			
52.74			
52.744			
52.748			
52.752			
52.756			
52.76			
52.764			
52.768			
52.772			
52.776			
52.78			
52.784			
52.788			
52.792			
52.796			
52.8			
52.804			
52.808			
52.812			
52.816			
52.82			
52.824			
52.828			
52.832			
52.836			
52.84			
52.844			
52.848			
52.852			
52.856			
52.86			
52.864			
52.868			
52.872			
52.876			
52.88			
52.884			
52.888			
52.892			
52.896			
52.9			
52.904			
52.908			
52.912			
52.916			
52.92			
52.924			
52.928			
52.932			
52.936			
52.94			
52.944			
52.948			
52.952			
52.956			
52.96			
52.964			
52.968			
52.972			
52.976			
52.98			
52.984			
52.988			
52.992			
52.996			
53			
53.004			
53.008			
53.012			
53.016			
53.02			
53.024			
53.028			
53.032			
53.036			
53.04			
53.044			
53.048			
53.052			
53.056			
53.06			
53.064			
53.068			
53.072			
53.076			
53.08			
53.084			
53.088			
53.092			
53.096			
53.1			
53.104			
53.108			
53.112			
53.116			
53.12			
53.124			
53.128			
53.132			
53.136			
53.14			
53.144			
53.148			
53.152			
53.156			
53.16			
53.164			
53.168			
53.172			
53.176			
53.18			
53.184			
53.188			
53.192			
53.196			
53.2			
53.204			
53.208			
53.212			
53.216			
53.22			
53.224			
53.228			
53.232			
53.236			
53.24			
53.244			
53.248			
53.252			
53.256			
53.26			
53.264			
53.268			
53.272			
53.276			
53.28			
53.284			
53.288			
53.292			
53.296			
53.3			
53.304			
53.308			
53.312			
53.316			
53.32			
53.324			
53.328			
53.332			
53.336			
53.34			
53.344			
53.348			
53.352			
53.356			
53.36			
53.364			
53.368			
53.372			
53.376			
53.38			
53.384			
53.388			
53.392			
53.396			
53.4			
53.404			
53.408			
53.412			
53.416			
53.42			
53.424			
53.428			
53.432			
53.436			
53.44			
53.444			
53.448			
53.452			
53.456			
53.46			
53.464			
53.468			
53.472			
53.476			
53.48			
53.484			
53.488			
53.492			
53.496			
53.5			
53.504			
53.508			
53.512			
53.516			
53.52			
53.524			
53.528			
53.532			
53.536			
53.54			
53.544			
53.548			
53.552			
53.556			
53.56			
53.564			
53.568			
53.572			
53.576			
53.58			
53.584			
53.588			
53.592			
53.596			
53.6			
53.604			
53.608			
53.612			
53.616			
53.62			
53.624			
53.628			
53.632			
53.636			
53.64			
53.644			
53.648			
53.652			
53.656			
53.66			
53.664			
53.668			
53.672			
53.676			
53.68			
53.684			
53.688			
53.692			
53.696			
53.7			
53.704			
53.708			
53.712			
53.716			
53.72			
53.724			
53.728			
53.732			
53.736			
53.74			
53.744			
53.748			
53.752			
53.756			
53.76			
53.764			
53.768			
53.772			
53.776			
53.78			
53.784			
53.788			
53.792			
53.796			
53.8			
53.804			
53.808			
53.812			
53.816			
53.82			
53.824			
53.828			
53.832			
53.836			
53.84			
53.844			
53.848			
53.852			
53.856			
53.86			
53.864			
53.868			
53.872			
53.876			
53.88			
53.884			
53.888			
53.892			
53.896			
53.9			
53.904			
53.908			
53.912			
53.916			
53.92			
53.924			
53.928			
53.932			
53.936			
53.94			
53.944			
53.948			
53.952			
53.956			
53.96			
53.964			
53.968			
53.972			
53.976			
53.98			
53.984			
53.988			
53.992			
53.996			
54			
54.004			
54.008			
54.012			
54.016			
54.02			
54.024			
54.028			
54.032			
54.036			
54.04			
54.044			
54.048			
54.052			
54.056			
54.06			
54.064			
54.068			
54.072			
54.076			
54.08			
54.084			
54.088			
54.092			
54.096			
54.1			
54.104			
54.108			
54.112			
54.116			
54.12			
54.124			
54.128			
54.132			
54.136			
54.14			
54.144			
54.148			
54.152			
54.156			
54.16			
54.164			
54.168			
54.172			
54.176			
54.18			
54.184			
54.188			
54.192			
54.196			
54.2			
54.204			
54.208			
54.212			
54.216			
54.22			
54.224			
54.228			
54.232			
54.236			
54.24			
54.244			
54.248			
54.252			
54.256			
54.26			
54.264			
54.268			
54.272			
54.276			
54.28			
54.284			
54.288			
54.292			
54.296			
54.3			
54.304			
54.308			
54.312			
54.316			
54.32			
54.324			
54.328			
54.332			
54.336			
54.34			
54.344			
54.348			
54.352			
54.356			
54.36			
54.364			
54.368			
54.372			
54.376			
54.38			
54.384			
54.388			
54.392			
54.396			
54.4			
54.404			
54.408			
54.412			
54.416			
54.42			
54.424			
54.428			
54.432			
54.436			
54.44			
54.444			
54.448			
54.452			
54.456			
54.46			
54.464			
54.468			
54.472			
54.476			
54.48			
54.484			
54.488			
54.492			
54.496			
54.5			
54.504			
54.508			
54.512			
54.516			
54.52			
54.524			
54.528			
54.532			
54.536			
54.54			
54.544			
54.548			
54.552			
54.556			
54.56			
54.564			
54.568			
54.572			
54.576			
54.58			
54.584			
54.588			
54.592			
54.596			
54.6			
54.604			
54.608			
54.612			
54.616			
54.62			
54.624			
54.628			
54.632			
54.636			
54.64			
54.644			
54.648			
54.652			
54.656			
54.66			
54.664			
54.668			
54.672			
54.676			
54.68			
54.684			
54.688			
54.692			
54.696			
54.7			
54.704			
54.708			
54.712			
54.716			
54.72			
54.724			
54.728			
54.732			
54.736			
54.74			
54.744			
54.748			
54.752			
54.756			
54.76			
54.764			
54.768			
54.772			
54.776			
54.78			
54.784			
54.788			
54.792			
54.796			
54.8			
54.804			
54.808			
54.812			
54.816			
54.82			
54.824			
54.828			
54.832			
54.836			
54.84			
54.844			
54.848			
54.852			
54.856			
54.86			
54.864			
54.868			
54.872			
54.876			
54.88			
54.884			
54.888			
54.892			
54.896			
54.9			
54.904			
54.908			
54.912			
54.916			
54.92			
54.924			
54.928			
54.932			
54.936			
54.94			
54.944			
54.948			
54.952			
54.956			
54.96			
54.964			
54.968			
54.972			
54.976			
54.98			
54.984			
54.988			
54.992			
54.996			
55			
55.004			
55.008			
55.012			
55.016			
55.02			
55.024			
55.028			
55.032			
55.036			
55.04			
55.044			
55.048			
55.052			
55.056			
55.06			
55.064			
55.068			
55.072			
55.076			
55.08			
55.084			
55.088			
55.092			
55.096			
55.1			
55.104			
55.108			
55.112			
55.116			
55.12			
55.124			
55.128			
55.132			
55.136			
55.14			
55.144			
55.148			
55.152			
55.156			
55.16			
55.164			
55.168			
55.172			
55.176			
55.18			
55.184			
55.188			
55.192			
55.196			
55.2			
55.204			
55.208			
55.212			
55.216			
55.22			
55.224			
55.228			
55.232			
55.236			
55.24			
55.244			
55.248			
55.252			
55.256			
55.26			
55.264			
55.268			
55.272			
55.276			
55.28			
55.284			
55.288			
55.292			
55.296			
55.3			
55.304			
55.308			
55.312			
55.316			
55.32			
55.324			
55.328			
55.332			
55.336			
55.34			
55.344			
55.348			
55.352			
55.356			
55.36			
55.364			
55.368			
55.372			
55.376			
55.38			
55.384			
55.388			
55.392			
55.396			
55.4			
55.404			
55.408			
55.412			
55.416			
55.42			
55.424			
55.428			
55.432			
55.436			
55.44			
55.444			
55.448			
55.452			
55.456			
55.46			
55.464			
55.468			
55.472			
55.476			
55.48			
55.484			
55.488			
55.492			
55.496			
55.5			
55.504			
55.508			
55.512			
55.516			
55.52			
55.524			
55.528			
55.532			
55.536			
55.54			
55.544			
55.548			
55.552			
55.556			
55.56			
55.564			
55.568			
55.572			
55.576			
55.58			
55.584			
55.588			
55.592			
55.596			
55.6			
55.604			
55.608			
55.612			
55.616			
55.62			
55.624			
55.628			
55.632			
55.636			
55.64			
55.644			
55.648			
55.652			
55.656			
55.66			
55.664			
55.668			
55.672			
55.676			
55.68			
55.684			
55.688			
55.692			
55.696			
55.7			
55.704			
55.708			
55.712			
55.716			
55.72			
55.724			
55.728			
55.732			
55.736			
55.74			
55.744			
55.748			
55.752			
55.756			
55.76			
55.764			
55.768			
55.772			
55.776			
55.78			
55.784			
55.788			
55.792			
55.796			
55.8			
55.804			
55.808			
55.812			
55.816			
55.82			
55.824			
55.828			
55.832			
55.836			
55.84			
55.844			
55.848			
55.852			
55.856			
55.86			
55.864			
55.868			
55.872			
55.876			
55.88			
55.884			
55.888			
55.892			
55.896			
55.9			
55.904			
55.908			
55.912			
55.916			
55.92			
55.924			
55.928			
55.932			
55.936			
55.94			
55.944			
55.948			
55.952			
55.956			
55.96			
55.964			
55.968			
55.972			
55.976			
55.98			
55.984			
55.988			
55.992			
55.996			
56			
56.004			
56.008			
56.012			
56.016			
56.02			
56.024			
56.028			
56.032			
56.036			
56.04			
56.044			
56.048			
56.052			
56.056			
56.06			
56.064			
56.068			
56.072			
56.076			
56.08			
56.084			
56.088			
56.092			
56.096			
56.1			
56.104			
56.108			
56.112			
56.116			
56.12			
56.124			
56.128			
56.132			
